SampleID,StationID,Station_D,SampleDateTime,Latitude,Longitude,Depth,Temperature,Salinity,Sigma-T,Conductivity,Beam Attenuation,Chla Fluor,Dissolved Oxygen (Model 43),DO % Saturation,Air Irradiance,Water Irradiance,pH <2>,TA in (mmol/kgSW),TCO2 in (mmol/kgSW),t(oC) out,P (dbars) out,pH out,fCO2 out (matm),pCO2 out (matm),HCO3 out (mmol/kgSW),CO3 out (mmol/kgSW),CO2 out (mmol/kgSW),B Alk out (mmol/kgSW),OH out (mmol/kgSW),P Alk out (mmol/kgSW),Si Alk out (mmol/kgSW) ,Revelle out,WCa out,WAr out,xCO2 out (dry at 1 atm) (ppm),Field Replicate,Data Source,VINDTA Sample Name,Sampled Bottle Name,Sampling Date,Sampling Depth,Salinity - Carolina,Salinity - Ries ,Run T,Sampling T,Pressure,Comments
CC,HAR,HAR-bottom1,6/18/21 0:56,,,2.6,22.25,22.9,,,,,,,,,,2197.448168,2059.788186,7.39313364,43.43000031,7.993337467,429.8976886,431.6167074,1933.269237,105.5878239,20.93091641,51.95273908,1.060873827,0,0,14.18047658,2.534523954,1.59765212,435.9634245,,ToRies_Labprocessed2020and2021_sharedSeaGlass,F22_m2_06-23-21_12Aug21,F22-m2,6/23/21 0:00,33.43,32.36038208,32.26066667,25.313999,7.39313364,43.43,
CC,HAR,HAR-bottom2,6/18/21 0:56,,,2.6,22.25,22.9,,,,,,,,,,2071.979772,1857.954221,19.73368454,11.77999973,8.01079597,401.4803661,402.851204,1688.872296,155.6794525,13.40244491,68.13196672,3.626477718,0,0,10.88116255,3.826068751,2.462634932,412.0404493,,ToRies_Labprocessed2020and2021_sharedSeaGlass,F22_s_07-27-21_13Aug21,F22-s,7/17/21 0:00,1.78,30.39637756,30.894,25.101,19.73368454,11.78,
CC,HAR,HAR-surface,7/8/21 0:56,,,1,23.1,29.83,,,,,,,,,,2196.746258,2085.89677,7.307369232,86.01999664,7.918525226,517.6612498,519.7335405,1970.120454,90.4973184,25.27890261,44.75543529,0.888162415,0,0,15.36289047,2.15457398,1.358673161,524.9367229,,ToRies_Labprocessed2020and2021_sharedSeaGlass,F22_d_07-27-21_13Aug21,F22-d,7/17/21 0:00,76.02,32.40195465,32.26066667,25.162001,7.307369232,86.02,
CC,HAR,HAR-bottom1,7/8/21 0:56,,,3,23.1,30.42,,,,,,,,,,2137.530797,1947.083925,12.18802452,36.34000015,8.061139095,357.9577914,359.3026122,1793.718558,138.4447523,14.92066557,64.93391597,1.9976986,0,0,11.91293413,3.345971553,2.122340505,364.316013,,ToRies_Labprocessed2020and2021_sharedSeaGlass,F22_m1_07-27-21-13Aug21,F22-m1,7/17/21 0:00,26.34,31.97380447,31.56066667,25.186001,12.18802452,36.34,
CC,HAR,HAR-bottom2,7/8/21 0:56,,,3,23.1,30.42,,,,,,,,,,2138.823973,1950.264612,12.18802452,36.34000015,8.056629352,362.5223518,363.8843213,1797.825466,137.3282805,15.110929,64.37382239,1.977061699,0,0,11.97713641,3.318988351,2.105225134,368.9616513,,ToRies_Labprocessed2020and2021_sharedSeaGlass,F22_m2_07-27-21_13Aug21,F22-m2,7/17/21 0:00,26.34,31.97380447,31.56066667,25.186001,12.18802452,36.34,
CC,HAR,HAR-surface1,8/2/21 0:56,,,1,23.06,30.79,,,,,,,,,,2018.539618,1831.657483,23.05999947,11,7.894025833,529.3509848,531.085512,1677.624416,137.9680362,16.06503339,61.16678914,3.825461237,0,0,11.3383955,3.388244117,2.205925291,546.0084015,,ToRies_Labprocessed2020and2021_sharedSeaGlass,HAR-surface1_08-02-21_14Mar22,HAR-surface1,8/2/21 0:00,1,30.79,31.82733333,24.865999,23.06,11,
CC,HAR,HAR-surface2,8/2/21 0:56,,,1,23.06,30.79,,,,,,,,,,2013.905527,1826.111528,23.05999947,11,7.897217822,523.719324,525.4353978,1671.820179,138.3944771,15.89692082,61.45800702,3.851242512,0,0,11.29834726,3.39956759,2.213102458,540.1998009,,ToRies_Labprocessed2020and2021_sharedSeaGlass,HAR-surface2_08-02-21_14Mar22,HAR-surface2,8/2/21 0:00,1,30.79,31.794,25.062,23.06,11,
CC,HAR,HAR-bottom,8/2/21 0:56,,,3.5,23.01,31.01,,,,,,,,,,2013.381673,1828.168573,23.01000023,13.5,7.892890821,529.9190101,531.6564665,1675.221193,136.8354731,16.1119693,60.71096646,3.791770184,0,0,11.37679572,3.361384112,2.187612776,546.5498336,,ToRies_Labprocessed2020and2021_sharedSeaGlass,HAR-bottom_08-02-21_14Mar22,HAR-bottom,8/2/21 0:00,3.5,31.01,31.72733333,25.054001,23.01,13.5,
CC,NFAL,NFal-bottom1,8/2/21 0:56,,,1.5,24.05,28.5,,,,,,,,,,2014.004782,1817.242502,24.04999924,11.5,7.916302671,501.1728683,502.7952345,1657.155496,145.1790876,14.90800822,62.19502078,4.308552418,0,0,11.0726491,3.602097155,2.344472275,517.8271551,,ToRies_Labprocessed2020and2021_sharedSeaGlass,NFal_bottom1_08-02-21_09Mar22,NFal-bottom1,8/2/21 0:00,1.5,28.5,30.72733333,25.087999,24.05,11.5,
CC,NFAL,NFal-bottom2,8/2/21 0:56,,,1.5,24.05,28.5,,,,,,,,,,2017.159041,1820.761732,24.04999924,11.5,7.913669483,505.106412,506.7415117,1660.768389,144.9761799,15.01714115,62.15974355,4.290983909,0,0,11.08824785,3.594339802,2.340122957,521.8905642,,ToRies_Labprocessed2020and2021_sharedSeaGlass,NFal_bottom2_08-02-21_09Mar22,NFal-bottom2,8/2/21 0:00,1.5,28.5,30.82733333,25.142,24.05,11.5,
CC,HAR,HAR-surface,9/28/21 14:00,,,1,21.11,26.51,,41.472,,,,,,,,1859.529844,1757.402189,21.11000061,11,7.766957628,702.7362335,705.0949967,1649.4862,84.97847779,22.93752852,37.88779482,2.216255757,0,0,14.28508522,2.136440421,1.366631836,722.6690678,,ToRies_Labprocessed2020and2021_sharedSeaGlass,HAR-surface_09-28-21_14Mar22,HAR-surface,9/28/21 13:04,1,26.51,27.994,24.9,21.11,11,Had to run DIC again 
CC,HAR,HAR-bottom1,9/28/21 14:00,,,3.15,21.15,28.36,,44.062,,,,,,,,1888.08995,1758.773552,21.14999962,13.14999962,7.826707643,604.1200266,606.1467756,1638.663629,100.5532499,19.55669969,45.71149171,2.623518509,0,0,13.09869966,2.504144793,1.609758516,621.2814494,,ToRies_Labprocessed2020and2021_sharedSeaGlass,HAR-bottom1_09-28-21_14Mar22,HAR-bottom1,9/28/21 13:04,3.15,28.36,29.32733333,24.915001,21.15,13.15,
CC,HAR,HAR-bottom2,9/28/21 14:00,,,3.15,21.15,28.36,,44.062,,,,,,,,1890.054402,1753.096511,21.14999962,13.14999962,7.848024248,571.9866745,573.9056199,1629.55528,105.0248331,18.5164721,47.7084706,2.755502044,0,0,12.80114499,2.615503619,1.681344161,588.2352753,,ToRies_Labprocessed2020and2021_sharedSeaGlass,HAR-bottom2_09-28-21_14Mar22,HAR-bottom2,9/28/21 13:04,3.15,28.36,29.32733333,24.861,21.15,13.15,Had to run DIC again 
CC,NFAL,NFal-bottom1,9/28/21 10:28,,,1.5,21.1,28.2,,44,,,,,,,,1985.726945,1788.858711,21.10000038,11.5,7.972225283,428.2514692,429.6890912,1631.734574,143.3160821,13.80813432,63.64761856,3.723402855,0,0,11.06231532,3.544735326,2.28573647,440.3781799,,ToRies_Labprocessed2020and2021_sharedSeaGlass,NFal_bottom1_09-28-21_09Mar22,NFal-bottom1,9/28/21 0:00,1.5,28.2,30.32733333,25.07,21.1,11.5,
CC,NFAL,NFal-bottom2,9/28/21 10:28,,,1.5,21.1,28.2,,44,,,,,,,,1985.084039,1800.726115,21.10000038,11.5,7.943317374,462.9060715,464.4600275,1650.196352,135.6041953,14.92550446,60.2072896,3.48363078,0,0,11.42832194,3.35399192,2.162740219,476.0140896,,ToRies_Labprocessed2020and2021_sharedSeaGlass,NFal_bottom2_09-28-21_09Mar22,NFal-bottom2,9/28/21 0:00,1.5,28.2,30.32733333,24.992001,21.1,11.5,
CC,HAR,HAR-surface,12/10/21 9:56,,,1,5.28,28.18,,46.356,,,,,,,,1945.411643,1881.641662,5.28000021,11,7.868912644,529.1835413,531.3594195,1792.910566,60.29247822,28.43852465,31.33553859,0.594352125,0,0,17.5775073,1.48622376,0.921998959,535.9887519,,ToRies_Labprocessed2020and2021_sharedSeaGlass,HAR-surface_12-10-21_14Mar22,HAR-surface,12/10/21 0:00,1,28.18,28.12733333,24.864,5.28,11,
CC,HAR,HAR-bottom1,12/10/21 9:56,,,2.7,5.28,28.58,,45.759,,,,,,,,1980.59044,1896.323317,5.28000021,12.69999981,7.933912545,456.3838327,458.2603757,1800.596852,71.27236742,24.45418365,36.76422063,0.69642702,0,0,16.51935569,1.752223889,1.089017814,462.2517561,,ToRies_Labprocessed2020and2021_sharedSeaGlass,HAR-bottom1_12-10-21_14Mar22,HAR-bottom1,12/10/21 0:00,2.7,28.58,28.62733333,24.992001,5.28,12.7,
CC,HAR,HAR-bottom2,12/10/21 9:56,,,2.7,5.28,28.58,,45.759,,,,,,,,1976.449981,1900.013898,5.28000021,12.69999981,7.906688957,487.5600815,489.5648138,1806.719734,67.16946642,26.12468479,34.74979403,0.654111861,0,0,16.92959552,1.651354486,1.026326866,493.8288513,,ToRies_Labprocessed2020and2021_sharedSeaGlass,HAR-bottom2_12-10-21_14Mar22,HAR-bottom2,12/10/21 0:00,2.7,28.58,28.62733333,24.917999,5.28,12.7,
CC,NFAL,NFal-bottom1,12/10/21 11:55,,,1.5,6.4,29.1,,46,,,,,,,,2046.772918,1904.34345,6.400000095,11.5,8.062711381,337.2865751,338.6530253,1782.421338,104.7513456,17.17080402,53.76898137,1.088769468,0,0,13.61193222,2.552270162,1.598652008,341.83948,,ToRies_Labprocessed2020and2021_sharedSeaGlass,NFal_bottom1_12-10-21_09Mar22,NFal-bottom1,12/10/21 0:00,1.5,29.1,30.56066667,25.077,6.4,11.5,
CC,NFAL,NFal-bottom2,12/10/21 11:55,,,1.5,6.4,29.1,,46,,,,,,,,2049.444997,1898.074821,6.400000095,11.5,8.087065416,317.0464237,318.3308749,1771.883314,110.0480015,16.14355588,56.32323936,1.150940564,0,0,13.24532673,2.681769694,1.67960042,321.3261693,,ToRies_Labprocessed2020and2021_sharedSeaGlass,NFal_bottom2_12-10-21_09Mar22,NFal-bottom2,12/10/21 0:00,1.5,29.1,30.52733333,25.106001,6.4,11.5,
