STUDY_ID,EVENT_ID,STAT_ID,STAT_ARRIV,DEPTH_MARKER,ORDERED_DEPTH_CODE,SAMPLE_ID,PROFILE_DEPTH,SAMPLE_DEPTH_TOP,SAMPLE_DEPTH_BOTTOM,CONDTVY,DISS_OXYGEN,PCT_SAT,FLUORESCENCE,FLU_RAW,SAL,SIGMA_T,TEMP,TRANS,PH,LATITUDE,LONGITUDE,VAL_QUAL,Data Source
ARRS,AF174,F22,16-JUL-2017 10:13:48,10,10,AF174091,9.86,9.05,10.05,37.68,10.07,118.5,1.158,0.8241,31.07,23.15,13.99,0.7946,8.232,42.4798333,-70.6176667,,MWRA_MassBay_upcast_2017-202205
ARRS,AF174,F22,16-JUL-2017 10:13:48,20,20,AF174090,19.82,18.86,19.86,32.98,11.43,118.6,1.712,1.417,31.48,24.5,8.073,0.6866,8.204,42.4798333,-70.6176667,,MWRA_MassBay_upcast_2017-202205
ARRS,AF174,F22,16-JUL-2017 10:13:48,E,E,AF17408F,75.94,74.86,75.86,31.38,9.12,89.41,0.0956,0.353,32.04,25.27,5.539,2.006,8.143,42.4798333,-70.6176667,,MWRA_MassBay_upcast_2017-202205
ARRS,AF174,N04,16-JUL-2017 10:45:51,A,A,AF17409E,1.78,0.82,1.82,41.16,9.12,116.3,0.8187,0.4349,30.91,22.12,18.09,0.7997,8.26,42.4438333,-70.7365,,MWRA_MassBay_upcast_2017-202205
ARRS,AF174,N04,16-JUL-2017 10:45:51,10,10,AF17409D,9.91,9.05,10.05,34.02,11.44,122.5,1.068,0.7693,31.28,24.12,9.523,0.6839,8.221,42.4438333,-70.7365,,MWRA_MassBay_upcast_2017-202205
ARRS,AF174,N04,16-JUL-2017 10:45:51,20,20,AF17409C,20.05,19.04,20.04,32.51,11.1,113.6,2.669,2.006,31.46,24.56,7.534,0.7128,8.168,42.4438333,-70.7365,,MWRA_MassBay_upcast_2017-202205
ARRS,AF174,N04,16-JUL-2017 10:45:51,E,E,AF17409B,46.98,46.03,47.03,31.77,9.42,94.01,0.2064,0.4349,31.74,24.94,6.341,0.8279,8.176,42.4438333,-70.7365,,MWRA_MassBay_upcast_2017-202205
ARRS,AF174,N01,16-JUL-2017 11:16:50,A,A,AF1740AA,1.79,0.88,1.88,40.86,9.09,115.1,1.002,0.5319,31.01,22.31,17.64,0.8633,8.255,42.4193333,-70.8645,,MWRA_MassBay_upcast_2017-202205
ARRS,AF174,N01,16-JUL-2017 11:16:50,10,10,AF1740A9,10.13,9.11,10.11,37.8,10.02,118.0,3.445,2.101,31.16,23.22,14.01,0.9262,8.243,42.4193333,-70.8645,,MWRA_MassBay_upcast_2017-202205
ARRS,AF174,N01,16-JUL-2017 11:16:50,20,20,AF1740A8,20.21,19.16,20.16,33.85,10.65,112.9,2.012,1.622,31.51,24.38,9.054,0.8149,8.203,42.4193333,-70.8645,,MWRA_MassBay_upcast_2017-202205
ARRS,AF174,N01,16-JUL-2017 11:16:50,E,E,AF1740A7,27.69,26.84,27.84,32.57,9.13,93.45,2.188,1.726,31.58,24.67,7.463,1.106,8.208,42.4193333,-70.8645,,MWRA_MassBay_upcast_2017-202205
ARRS,AF174,F23,16-JUL-2017 11:44:02,A,A,AF1740B6,1.77,0.7,1.7,38.7,8.61,104.4,3.961,2.218,30.75,22.58,15.55,1.529,8.197,42.3391667,-70.942,,MWRA_MassBay_upcast_2017-202205
ARRS,AF174,F23,16-JUL-2017 11:44:02,10,10,AF1740B5,9.92,9.05,10.05,38.65,8.64,104.5,3.277,2.345,30.8,22.64,15.44,1.533,8.198,42.3391667,-70.942,,MWRA_MassBay_upcast_2017-202205
ARRS,AF174,F23,16-JUL-2017 11:44:02,20,20,AF1740B4,20.1,19.04,20.04,38.65,8.64,104.5,3.059,2.225,30.8,22.64,15.43,1.532,8.2,42.3391667,-70.942,,MWRA_MassBay_upcast_2017-202205
ARRS,AF174,F23,16-JUL-2017 11:44:02,E,E,AF1740B3,25.73,24.89,25.89,38.64,8.6,104.0,2.824,2.093,30.8,22.65,15.41,1.558,8.202,42.3391667,-70.942,,MWRA_MassBay_upcast_2017-202205
ARRS,AF174,N10,16-JUL-2017 12:13:48,A,A,AF1740C2,1.8,0.88,1.88,38.97,9.04,109.7,2.506,1.343,31.0,22.77,15.54,1.242,8.187,42.3315,-70.834,,MWRA_MassBay_upcast_2017-202205
ARRS,AF174,N10,16-JUL-2017 12:13:48,10,10,AF1740C1,10.03,8.93,9.93,37.59,9.04,106.1,5.394,3.315,31.09,23.2,13.86,1.207,8.16,42.3315,-70.834,,MWRA_MassBay_upcast_2017-202205
ARRS,AF174,N10,16-JUL-2017 12:13:48,20,20,AF1740C0,19.97,18.98,19.98,33.69,9.02,95.45,5.503,3.488,31.4,24.31,8.989,1.541,8.157,42.3315,-70.834,,MWRA_MassBay_upcast_2017-202205
ARRS,AF174,N10,16-JUL-2017 12:13:48,E,E,AF1740BF,22.82,21.78,22.78,33.23,8.84,92.37,5.55,3.512,31.45,24.43,8.393,1.543,8.188,42.3315,-70.834,,MWRA_MassBay_upcast_2017-202205
ARRS,AF174,N18,16-JUL-2017 12:31:54,A,A,AF1740D1,1.73,0.7,1.7,40.74,9.18,115.8,1.002,0.5306,31.02,22.35,17.5,0.9293,8.25,42.3658333,-70.7776667,,MWRA_MassBay_upcast_2017-202205
ARRS,AF174,N18,16-JUL-2017 12:31:54,10,10,AF1740D0,9.99,8.86,9.86,35.94,10.58,118.9,3.806,2.298,31.26,23.73,11.77,0.9347,8.245,42.3658333,-70.7776667,,MWRA_MassBay_upcast_2017-202205
ARRS,AF174,N18,16-JUL-2017 12:31:54,E,E,AF1740CF,21.11,20.14,21.14,33.01,9.1,94.4,5.698,3.583,31.47,24.49,8.112,1.075,8.256,42.3658333,-70.7776667,,MWRA_MassBay_upcast_2017-202205
ARRS,AF174,N07,16-JUL-2017 12:54:30,A,A,AF1740E0,1.72,0.76,1.76,42.65,8.46,111.3,0.7566,0.402,30.96,21.76,19.69,0.7782,8.212,42.3563333,-70.7061667,,MWRA_MassBay_upcast_2017-202205
ARRS,AF174,N07,16-JUL-2017 12:54:30,10,10,AF1740DF,10.01,8.93,9.93,35.62,10.49,117.0,1.036,0.7364,31.3,23.83,11.36,0.7544,8.224,42.3563333,-70.7061667,,MWRA_MassBay_upcast_2017-202205
ARRS,AF174,N07,16-JUL-2017 12:54:30,20,20,AF1740DE,20.07,18.98,19.98,32.57,10.61,108.7,4.484,2.908,31.54,24.62,7.523,0.8013,8.145,42.3563333,-70.7061667,,MWRA_MassBay_upcast_2017-202205
ARRS,AF174,N07,16-JUL-2017 12:54:30,E,E,AF1740DD,48.03,46.94,47.94,31.69,9.61,95.62,0.2704,0.4816,31.77,24.98,6.204,0.9528,8.167,42.3563333,-70.7061667,,MWRA_MassBay_upcast_2017-202205
ARRS,AF174,F15,16-JUL-2017 13:13:10,A,A,AF1740EE,1.69,0.64,1.64,41.04,9.79,124.2,1.043,0.636,31.04,22.29,17.8,0.9095,8.269,42.3155,-70.7276667,,MWRA_MassBay_upcast_2017-202205
ARRS,AF174,F15,16-JUL-2017 13:13:10,10,10,AF1740ED,10.11,9.05,10.05,36.4,11.69,132.8,3.354,2.31,31.28,23.66,12.27,0.9635,8.256,42.3155,-70.7276667,,MWRA_MassBay_upcast_2017-202205
ARRS,AF174,F15,16-JUL-2017 13:13:10,20,20,AF1740EC,20.02,18.98,19.98,32.44,10.02,102.6,6.09,3.77,31.41,24.53,7.505,1.11,8.149,42.3155,-70.7276667,,MWRA_MassBay_upcast_2017-202205
ARRS,AF174,F15,16-JUL-2017 13:13:10,E,E,AF1740EB,35.87,35.0,36.0,32.19,9.78,98.89,1.375,1.229,31.66,24.8,6.926,0.8796,8.207,42.3155,-70.7276667,,MWRA_MassBay_upcast_2017-202205
ARRS,AF174,F13,16-JUL-2017 13:31:46,A,A,AF1740FA,1.81,0.88,1.88,41.26,9.2,117.4,0.8334,0.636,31.03,22.22,18.06,0.9577,8.223,42.2683333,-70.735,,MWRA_MassBay_upcast_2017-202205
ARRS,AF174,F13,16-JUL-2017 13:31:46,10,10,AF1740F9,10.08,8.99,9.99,37.19,10.1,117.3,12.06,6.33,31.16,23.35,13.32,1.36,8.19,42.2683333,-70.735,,MWRA_MassBay_upcast_2017-202205
ARRS,AF174,F13,16-JUL-2017 13:31:46,20,20,AF1740F8,19.86,18.79,19.79,34.04,8.82,94.13,10.32,5.631,31.42,24.26,9.372,1.565,8.145,42.2683333,-70.735,,MWRA_MassBay_upcast_2017-202205
ARRS,AF174,F13,16-JUL-2017 13:31:46,E,E,AF1740F7,25.27,24.34,25.34,33.58,8.3,87.46,11.71,6.191,31.46,24.38,8.785,1.788,8.182,42.2683333,-70.735,,MWRA_MassBay_upcast_2017-202205
ARRS,AF174,AF4,16-JUL-2017 13:51:21,A,A,AF174105,1.97,1.01,2.01,41.55,8.95,114.9,1.506,0.6589,31.01,22.12,18.4,0.9104,8.266,42.21997,-70.69553,,MWRA_MassBay_upcast_2017-202205
ARRS,AF174,AF4,16-JUL-2017 13:51:21,10,10,AF174104,10.2,9.23,10.23,40.01,9.2,114.1,2.115,1.43,31.03,22.55,16.66,0.9916,8.26,42.21997,-70.69553,,MWRA_MassBay_upcast_2017-202205
ARRS,AF174,AF4,16-JUL-2017 13:51:21,E,E,AF174103,21.5,20.38,21.38,34.57,8.78,95.12,13.56,6.907,31.38,24.12,10.04,1.341,8.246,42.21997,-70.69553,,MWRA_MassBay_upcast_2017-202205
ARRS,AF174,F05,16-JUL-2017 14:15:52,A,A,AF174110,1.76,0.82,1.82,40.73,9.61,121.3,1.685,0.9302,30.99,22.31,17.53,1.105,8.266,42.1386667,-70.65,,MWRA_MassBay_upcast_2017-202205
ARRS,AF174,F05,16-JUL-2017 14:15:52,10,10,AF17410F,9.92,9.05,10.05,37.99,10.68,126.4,6.538,3.692,31.15,23.16,14.25,1.336,8.251,42.1386667,-70.65,,MWRA_MassBay_upcast_2017-202205
ARRS,AF174,F05,16-JUL-2017 14:15:52,E,E,AF17410E,18.25,17.21,18.21,33.79,9.25,97.99,19.49,9.039,31.48,24.36,9.017,1.548,8.252,42.1386667,-70.65,,MWRA_MassBay_upcast_2017-202205
BWQM,WN176,F13,26-JUL-2017 06:47:04,A,A,WN17602B,1.31,0.33,1.33,39.49,9.35,115.4,2.991,2.351,30.7,22.33,16.51,1.246,8.292,42.267765,-70.7340164,,MWRA_MassBay_upcast_2017-202205
BWQM,WN176,F13,26-JUL-2017 06:47:04,B,B,WN17602A,5.88,4.9,5.9,39.42,9.12,112.5,3.171,3.221,30.73,22.38,16.39,1.214,8.272,42.2678565,-70.734169,,MWRA_MassBay_upcast_2017-202205
BWQM,WN176,F13,26-JUL-2017 06:47:04,C,C,WN176029,10.93,9.71,10.71,39.5,8.94,110.2,3.302,3.342,30.82,22.46,16.36,1.535,8.247,42.2679634,-70.7343673,,MWRA_MassBay_upcast_2017-202205
BWQM,WN176,F13,26-JUL-2017 06:47:04,D,D,WN176028,16.22,15.01,16.01,39.49,8.9,109.6,2.672,2.761,30.86,22.5,16.3,1.616,8.226,42.2680625,-70.7345123,,MWRA_MassBay_upcast_2017-202205
BWQM,WN176,F13,26-JUL-2017 06:47:04,E,E,WN176027,21.65,20.74,21.74,36.55,8.14,93.03,1.098,1.275,31.19,23.53,12.55,2.298,8.214,42.268135,-70.7346649,,MWRA_MassBay_upcast_2017-202205
BWQM,WN176,F06,26-JUL-2017 07:49:14,A,A,WN176039,1.45,0.39,1.39,39.93,9.24,114.9,1.641,1.007,30.82,22.34,16.85,1.026,8.319,42.1682777,-70.5768966,,MWRA_MassBay_upcast_2017-202205
BWQM,WN176,F06,26-JUL-2017 07:49:14,B,B,WN176038,9.57,8.5,9.5,39.81,9.23,114.5,2.702,2.789,30.82,22.37,16.72,1.033,8.309,42.1683959,-70.576889,,MWRA_MassBay_upcast_2017-202205
BWQM,WN176,F06,26-JUL-2017 07:49:14,C,C,WN176037,16.65,15.56,16.56,39.56,9.31,114.8,4.874,4.765,30.84,22.46,16.4,1.073,8.285,42.1685256,-70.5768661,,MWRA_MassBay_upcast_2017-202205
BWQM,WN176,F06,26-JUL-2017 07:49:14,D,D,WN176036,21.49,20.19,21.19,37.89,9.3,110.1,3.142,3.195,31.03,23.06,14.27,1.171,8.262,42.1686592,-70.576889,,MWRA_MassBay_upcast_2017-202205
BWQM,WN176,F06,26-JUL-2017 07:49:14,E,E,WN176035,25.56,24.4,25.4,36.32,9.34,106.1,1.666,1.818,31.18,23.57,12.3,1.107,8.281,42.1687812,-70.5768661,,MWRA_MassBay_upcast_2017-202205
BWQM,WN176,F10,26-JUL-2017 08:31:41,A,A,WN176047,1.35,0.33,1.33,39.17,9.54,117.1,1.803,0.9652,30.68,22.39,16.17,0.9322,8.301,42.2418212,-70.6373138,,MWRA_MassBay_upcast_2017-202205
BWQM,WN176,F10,26-JUL-2017 08:31:41,B,B,WN176046,7.77,6.79,7.79,38.85,8.79,106.6,2.56,2.345,30.91,22.71,15.52,1.705,8.243,42.2419738,-70.6374588,,MWRA_MassBay_upcast_2017-202205
BWQM,WN176,F10,26-JUL-2017 08:31:41,C,C,WN176045,14.98,13.8,14.8,38.75,8.86,107.1,1.848,1.991,30.94,22.77,15.36,1.683,8.218,42.2421684,-70.6376113,,MWRA_MassBay_upcast_2017-202205
BWQM,WN176,F10,26-JUL-2017 08:31:41,D,D,WN176044,22.55,21.47,22.47,34.61,9.72,105.5,0.7227,0.9124,31.31,24.04,10.17,1.151,8.217,42.2422943,-70.6377029,,MWRA_MassBay_upcast_2017-202205
BWQM,WN176,F10,26-JUL-2017 08:31:41,E,E,WN176043,30.42,29.45,30.45,33.88,9.94,105.7,0.5882,0.7811,31.36,24.23,9.249,1.036,8.257,42.2424125,-70.6378936,,MWRA_MassBay_upcast_2017-202205
BWQM,WN176,F15,26-JUL-2017 09:03:49,A,A,WN176055,1.61,0.64,1.64,39.72,8.69,107.8,1.56,0.6948,30.75,22.32,16.7,0.8033,8.331,42.314743,-70.7280654,,MWRA_MassBay_upcast_2017-202205
BWQM,WN176,F15,26-JUL-2017 09:03:49,B,B,WN176054,9.93,8.92,9.92,39.51,8.93,110.1,2.037,1.926,30.79,22.42,16.41,0.8842,8.307,42.3148651,-70.7281417,,MWRA_MassBay_upcast_2017-202205
BWQM,WN176,F15,26-JUL-2017 09:03:49,C,C,WN176053,18.22,17.27,18.27,37.31,10.41,121.8,12.96,11.73,30.92,23.09,13.74,1.182,8.288,42.3149414,-70.728157,,MWRA_MassBay_upcast_2017-202205
BWQM,WN176,F15,26-JUL-2017 09:03:49,D,D,WN176052,26.43,25.61,26.61,34.53,10.55,114.4,1.894,2.034,31.24,24.0,10.15,0.8372,8.258,42.3150138,-70.7282257,,MWRA_MassBay_upcast_2017-202205
BWQM,WN176,F15,26-JUL-2017 09:03:49,E,E,WN176051,34.28,33.17,34.17,33.35,9.78,102.6,0.4017,0.5981,31.37,24.34,8.611,1.091,8.274,42.3151054,-70.7282638,,MWRA_MassBay_upcast_2017-202205
BWQM,WN176,N07,26-JUL-2017 09:28:45,A,A,WN176063,1.39,0.33,1.33,39.28,8.69,106.6,1.196,0.5824,30.82,22.51,16.13,0.8355,8.313,42.3564643,-70.7069168,,MWRA_MassBay_upcast_2017-202205
BWQM,WN176,N07,26-JUL-2017 09:28:45,B,B,WN176062,10.33,9.47,10.47,38.67,8.92,107.7,1.938,1.8,30.91,22.76,15.31,0.8599,8.289,42.3566284,-70.706871,,MWRA_MassBay_upcast_2017-202205
BWQM,WN176,N07,26-JUL-2017 09:28:45,C,C,WN176061,20.42,19.4,20.4,36.02,10.03,113.3,5.855,5.639,31.1,23.55,12.05,0.9112,8.243,42.3567352,-70.7067871,,MWRA_MassBay_upcast_2017-202205
BWQM,WN176,N07,26-JUL-2017 09:28:45,D,D,WN176060,32.29,31.52,32.52,33.4,10.77,113.0,1.686,1.836,31.42,24.37,8.627,0.6956,8.22,42.3568572,-70.7067413,,MWRA_MassBay_upcast_2017-202205
BWQM,WN176,N07,26-JUL-2017 09:28:45,E,E,WN17605F,47.43,46.51,47.51,31.92,8.77,87.96,0.0989,0.2982,31.68,24.86,6.582,0.9627,8.232,42.3569679,-70.7066268,,MWRA_MassBay_upcast_2017-202205
BWQM,WN176,N18,26-JUL-2017 09:55:36,A,A,WN176071,1.73,0.76,1.76,39.62,9.0,111.7,1.519,0.9691,30.61,22.2,16.77,1.002,8.326,42.3656196,-70.780754,,MWRA_MassBay_upcast_2017-202205
BWQM,WN176,N18,26-JUL-2017 09:55:36,B,B,WN176070,7.86,6.79,7.79,38.96,9.1,111.0,1.929,1.782,30.74,22.51,15.86,0.9076,8.319,42.3656539,-70.7806243,,MWRA_MassBay_upcast_2017-202205
BWQM,WN176,N18,26-JUL-2017 09:55:36,D,C,WN17606F,13.86,12.7,13.7,38.75,9.1,110.3,1.86,2.002,30.81,22.63,15.53,0.8352,8.306,42.3656578,-70.7805023,,MWRA_MassBay_upcast_2017-202205
BWQM,WN176,N18,26-JUL-2017 09:55:36,C,D,WN17606E,19.66,18.61,19.61,38.06,9.53,113.6,11.72,10.69,30.83,22.83,14.71,1.156,8.292,42.3656654,-70.7803573,,MWRA_MassBay_upcast_2017-202205
BWQM,WN176,N18,26-JUL-2017 09:55:36,E,E,WN17606D,26.66,25.8,26.8,35.15,9.37,103.4,0.9039,1.088,31.18,23.81,10.95,1.005,8.282,42.3657073,-70.7801132,,MWRA_MassBay_upcast_2017-202205
BWQM,WN176,N21,26-JUL-2017 10:23:58,A,A,WN17607F,1.79,0.76,1.76,39.79,9.09,113.3,1.523,0.8153,30.56,22.11,17.03,1.0,8.329,42.3877983,-70.7863616,,MWRA_MassBay_upcast_2017-202205
BWQM,WN176,N21,26-JUL-2017 10:23:58,B,B,WN17607E,10.01,9.1,10.1,38.89,9.28,113.0,3.058,2.907,30.75,22.53,15.77,0.9194,8.313,42.3878097,-70.7861175,,MWRA_MassBay_upcast_2017-202205
BWQM,WN176,N21,26-JUL-2017 10:23:58,D,C,WN17607D,15.24,14.1,15.1,38.97,9.2,112.1,2.552,2.65,30.82,22.59,15.76,0.8568,8.288,42.3878517,-70.7859191,,MWRA_MassBay_upcast_2017-202205
BWQM,WN176,N21,26-JUL-2017 10:23:58,C,D,WN17607C,22.39,21.41,22.41,38.59,9.33,112.7,4.948,4.832,30.8,22.66,15.36,0.9136,8.241,42.3878822,-70.7857513,,MWRA_MassBay_upcast_2017-202205
BWQM,WN176,N21,26-JUL-2017 10:23:58,E,E,WN17607B,32.68,31.71,32.71,33.89,9.48,101.0,0.5432,0.7371,31.33,24.21,9.292,0.9391,8.269,42.3879318,-70.7853164,,MWRA_MassBay_upcast_2017-202205
BWQM,WN176,F22,26-JUL-2017 11:07:31,A,A,WN17608F,1.57,0.64,1.64,40.03,8.83,110.8,1.113,0.7047,30.54,22.01,17.34,1.037,8.283,42.4791221,-70.6214218,,MWRA_MassBay_upcast_2017-202205
BWQM,WN176,F22,26-JUL-2017 11:07:31,C,B,WN17608E,18.51,17.39,18.39,35.71,9.15,102.4,2.5,2.601,31.22,23.73,11.56,0.8345,8.191,42.4791793,-70.6208801,,MWRA_MassBay_upcast_2017-202205
BWQM,WN176,F22,26-JUL-2017 11:07:31,B,C,WN17608D,37.25,36.28,37.28,32.28,8.61,87.41,0.2181,0.4168,31.58,24.71,7.125,0.634,8.13,42.4792976,-70.6203765,,MWRA_MassBay_upcast_2017-202205
BWQM,WN176,F22,26-JUL-2017 11:07:31,D,D,WN17608C,60.41,59.43,60.43,31.49,9.02,88.95,0.083,0.2825,31.91,25.14,5.818,0.8613,8.14,42.4793663,-70.6198577,,MWRA_MassBay_upcast_2017-202205
BWQM,WN176,F22,26-JUL-2017 11:07:31,E,E,WN17608B,77.5,76.56,77.56,31.41,8.77,86.15,0.1083,0.3077,32.0,25.23,5.61,1.748,8.161,42.4793891,-70.6193923,,MWRA_MassBay_upcast_2017-202205
BWQM,WN176,N04,26-JUL-2017 11:41:21,A,A,WN17609D,1.76,0.7,1.7,40.1,9.14,114.4,1.445,0.7643,30.69,22.16,17.22,0.9668,8.314,42.4427337,-70.7380294,,MWRA_MassBay_upcast_2017-202205
BWQM,WN176,N04,26-JUL-2017 11:41:21,B,B,WN17609C,8.99,7.89,8.89,39.1,9.26,113.3,2.782,2.436,30.75,22.48,16.01,1.033,8.301,42.442768,-70.7379913,,MWRA_MassBay_upcast_2017-202205
BWQM,WN176,N04,26-JUL-2017 11:41:21,C,C,WN17609B,16.04,15.01,16.01,38.73,9.31,112.9,3.081,3.139,30.76,22.58,15.57,0.9611,8.261,42.4428176,-70.7379074,,MWRA_MassBay_upcast_2017-202205
BWQM,WN176,N04,26-JUL-2017 11:41:21,D,D,WN17609A,32.96,32.13,33.13,32.94,10.38,107.6,0.5593,0.7529,31.45,24.48,8.045,0.645,8.206,42.4429168,-70.7377929,,MWRA_MassBay_upcast_2017-202205
BWQM,WN176,N04,26-JUL-2017 11:41:21,E,E,WN176099,48.63,47.73,48.73,31.95,9.4,94.38,0.1414,0.3406,31.69,24.86,6.608,0.7537,8.231,42.4429931,-70.737709,,MWRA_MassBay_upcast_2017-202205
BWQM,WN176,N01,26-JUL-2017 12:12:18,A,A,WN1760AB,1.52,0.45,1.45,39.99,9.18,114.8,1.31,0.7044,30.64,22.13,17.16,1.006,8.329,42.4189376,-70.8662185,,MWRA_MassBay_upcast_2017-202205
BWQM,WN176,N01,26-JUL-2017 12:12:18,B,B,WN1760AA,8.81,7.58,8.58,39.41,9.3,114.8,2.722,2.491,30.64,22.29,16.5,1.058,8.323,42.4188919,-70.8660812,,MWRA_MassBay_upcast_2017-202205
BWQM,WN176,N01,26-JUL-2017 12:12:18,C,C,WN1760A9,16.14,15.01,16.01,39.28,9.04,111.2,3.448,3.475,30.67,22.36,16.3,1.127,8.3,42.4188423,-70.8659667,,MWRA_MassBay_upcast_2017-202205
BWQM,WN176,N01,26-JUL-2017 12:12:18,D,D,WN1760A8,23.18,22.08,23.08,38.42,9.06,109.0,1.584,1.74,30.78,22.68,15.19,0.9959,8.279,42.4188041,-70.8658447,,MWRA_MassBay_upcast_2017-202205
BWQM,WN176,N01,26-JUL-2017 12:12:18,E,E,WN1760A7,29.8,28.78,29.78,35.53,8.98,99.89,0.6706,0.8617,31.26,23.82,11.29,1.502,8.274,42.4187622,-70.8656845,,MWRA_MassBay_upcast_2017-202205
BWQM,WN176,F23,26-JUL-2017 12:42:48,A,A,WN1760B9,1.59,0.58,1.58,39.93,7.76,96.88,2.395,2.111,30.67,22.18,17.05,2.491,8.224,42.3386306,-70.9428558,,MWRA_MassBay_upcast_2017-202205
BWQM,WN176,F23,26-JUL-2017 12:42:48,B,B,WN1760B8,6.92,5.94,6.94,39.88,7.81,97.38,2.483,2.585,30.67,22.2,16.98,2.431,8.228,42.3386802,-70.9426269,,MWRA_MassBay_upcast_2017-202205
BWQM,WN176,F23,26-JUL-2017 12:42:48,C,C,WN1760B7,12.94,11.91,12.91,39.86,7.85,97.76,2.454,2.558,30.68,22.22,16.95,2.417,8.232,42.3386993,-70.9424285,,MWRA_MassBay_upcast_2017-202205
BWQM,WN176,F23,26-JUL-2017 12:42:48,D,D,WN1760B6,19.98,19.03,20.03,39.85,7.86,97.88,2.473,2.576,30.69,22.22,16.93,2.387,8.236,42.3387451,-70.9422607,,MWRA_MassBay_upcast_2017-202205
BWQM,WN176,F23,26-JUL-2017 12:42:48,E,E,WN1760B5,27.69,26.65,27.65,39.83,7.96,99.0,2.335,2.447,30.69,22.24,16.89,2.251,8.242,42.338787,-70.942131,,MWRA_MassBay_upcast_2017-202205
BWQM,WN177,F13,23-AUG-2017 06:51:03,A,A,WN177028,1.53,0.6,1.6,39.79,8.58,105.7,6.591,8.238,31.19,22.77,16.22,1.74,8.236,42.2684516,-70.7342605,,MWRA_MassBay_upcast_2017-202205
BWQM,WN177,F13,23-AUG-2017 06:51:03,B,B,WN177027,5.06,4.07,5.07,39.46,8.66,105.9,7.545,9.284,31.2,22.86,15.84,1.782,8.216,42.2684364,-70.734291,,MWRA_MassBay_upcast_2017-202205
BWQM,WN177,F13,23-AUG-2017 06:51:03,C,C,WN177026,9.43,8.4,9.4,38.24,8.93,106.1,8.391,10.2,31.26,23.22,14.38,1.746,8.185,42.2684097,-70.7343368,,MWRA_MassBay_upcast_2017-202205
BWQM,WN177,F13,23-AUG-2017 06:51:03,D,D,WN177025,15.33,14.49,15.49,34.63,7.29,78.98,1.485,2.45,31.48,24.21,10.0,1.179,8.118,42.2683143,-70.7344131,,MWRA_MassBay_upcast_2017-202205
BWQM,WN177,F13,23-AUG-2017 06:51:03,E,E,WN177024,21.9,20.88,21.88,34.14,7.22,77.14,0.7258,1.547,31.55,24.36,9.35,1.168,8.155,42.2682914,-70.7344589,,MWRA_MassBay_upcast_2017-202205
BWQM,WN177,F06,23-AUG-2017 07:51:31,A,A,WN177038,1.66,0.66,1.66,39.37,9.63,117.3,3.653,4.956,31.26,22.95,15.66,1.437,8.28,42.1699028,-70.5756912,,MWRA_MassBay_upcast_2017-202205
BWQM,WN177,F06,23-AUG-2017 07:51:31,B,B,WN177037,6.74,5.65,6.65,39.14,9.64,116.9,4.733,6.175,31.27,23.01,15.39,1.445,8.254,42.1699142,-70.5757217,,MWRA_MassBay_upcast_2017-202205
BWQM,WN177,F06,23-AUG-2017 07:51:31,C,C,WN177036,12.71,11.81,12.81,36.93,9.87,113.5,10.05,11.99,31.36,23.61,12.79,1.453,8.209,42.1699447,-70.5758132,,MWRA_MassBay_upcast_2017-202205
BWQM,WN177,F06,23-AUG-2017 07:51:31,D,D,WN177035,21.32,20.27,21.27,33.59,8.58,90.03,0.835,1.678,31.7,24.61,8.541,0.8101,8.193,42.1700439,-70.5759887,,MWRA_MassBay_upcast_2017-202205
BWQM,WN177,F06,23-AUG-2017 07:51:31,E,E,WN177034,28.05,27.04,28.04,33.21,8.37,86.83,0.1653,0.8674,31.76,24.73,8.021,0.7885,8.231,42.1700782,-70.5760498,,MWRA_MassBay_upcast_2017-202205
BWQM,WN177,F10,23-AUG-2017 08:21:37,A,A,WN177046,1.58,0.66,1.66,39.81,9.96,122.7,5.927,5.658,31.2,22.78,16.23,1.794,8.279,42.2434082,-70.6380004,,MWRA_MassBay_upcast_2017-202205
BWQM,WN177,F10,23-AUG-2017 08:21:37,B,B,WN177045,7.5,6.51,7.51,39.2,9.93,120.7,6.938,8.619,31.22,22.95,15.51,1.795,8.229,42.2433662,-70.6379776,,MWRA_MassBay_upcast_2017-202205
BWQM,WN177,F10,23-AUG-2017 08:21:37,C,C,WN177044,13.54,12.42,13.42,35.06,9.37,102.4,5.631,7.177,31.55,24.19,10.42,1.33,8.18,42.2433547,-70.6379776,,MWRA_MassBay_upcast_2017-202205
BWQM,WN177,F10,23-AUG-2017 08:21:37,D,D,WN177043,22.57,21.49,22.49,33.83,8.61,91.01,1.108,2.003,31.66,24.53,8.857,0.8963,8.18,42.2433013,-70.6379776,,MWRA_MassBay_upcast_2017-202205
BWQM,WN177,F10,23-AUG-2017 08:21:37,E,E,WN177042,31.79,30.88,31.88,33.71,8.47,89.16,0.7479,1.573,31.68,24.56,8.694,0.8979,8.218,42.2432785,-70.6379547,,MWRA_MassBay_upcast_2017-202205
BWQM,WN177,F15,23-AUG-2017 08:50:46,A,A,WN17705C,1.59,0.6,1.6,39.88,9.73,120.0,3.112,2.407,31.24,22.8,16.26,1.404,8.256,42.317192,-70.7275772,,MWRA_MassBay_upcast_2017-202205
