STUDY_ID,EVENT_ID,STAT_ID,STAT_ARRIV,DEPTH_MARKER,ORDERED_DEPTH_CODE,SAMPLE_ID,PROFILE_DEPTH,SAMPLE_DEPTH_TOP,SAMPLE_DEPTH_BOTTOM,CONDTVY,DISS_OXYGEN,PCT_SAT,FLUORESCENCE,FLU_RAW,SAL,SIGMA_T,TEMP,TRANS,PH,LATITUDE,LONGITUDE,VAL_QUAL,Data Source
ARRS,AF172,F05,28-JUN-2017 14:44:50,E,E,AF17210A,20.03,18.99,19.99,33.09,9.23,96.15,2.61,2.144,31.42,24.42,8.272,0.96,8.185,42.1386667,-70.65,,MWRA_MassBay_upcast_2017-202205
ARRS,AF172,AF1,28-JUN-2017 15:18:48,A,A,AF17211C,1.76,0.78,1.78,38.35,9.61,115.0,1.816,0.6075,31.0,22.93,14.84,1.083,8.185,42.02788,-70.55467,,MWRA_MassBay_upcast_2017-202205
ARRS,AF172,AF1,28-JUN-2017 15:18:48,10,10,AF17211B,9.95,8.88,9.88,33.88,10.0,106.3,5.189,3.331,31.48,24.34,9.132,1.185,8.188,42.02788,-70.55467,,MWRA_MassBay_upcast_2017-202205
ARRS,AF172,AF1,28-JUN-2017 15:18:48,20,20,AF17211A,20.07,19.05,20.05,33.2,9.45,98.34,2.557,2.112,31.61,24.59,8.177,0.9634,8.18,42.02788,-70.55467,,MWRA_MassBay_upcast_2017-202205
ARRS,AF172,AF1,28-JUN-2017 15:18:48,E,E,AF172119,26.89,25.82,26.82,32.86,9.16,94.24,0.6494,0.8761,31.7,24.73,7.678,1.008,8.192,42.02788,-70.55467,,MWRA_MassBay_upcast_2017-202205
ARRS,AF173,AF1,08-JUL-2017 06:24:38,A,A,AF173026,1.72,0.64,1.64,38.9,8.88,108.2,2.767,1.881,30.75,22.53,15.78,1.047,8.178,42.02788,-70.55467,,MWRA_MassBay_upcast_2017-202205
ARRS,AF173,AF1,08-JUL-2017 06:24:38,10,10,AF173025,9.98,8.98,9.98,33.98,10.91,116.3,4.803,3.361,31.4,24.25,9.329,0.8388,8.173,42.02788,-70.55467,,MWRA_MassBay_upcast_2017-202205
ARRS,AF173,AF1,08-JUL-2017 06:24:38,20,20,AF173024,20.14,19.16,20.16,32.88,9.11,94.01,1.701,1.477,31.57,24.61,7.844,0.788,8.114,42.02788,-70.55467,,MWRA_MassBay_upcast_2017-202205
ARRS,AF173,AF1,08-JUL-2017 06:24:38,E,E,AF173023,27.3,26.04,27.04,32.71,8.95,91.79,1.133,1.077,31.64,24.69,7.571,0.8241,8.127,42.02788,-70.55467,,MWRA_MassBay_upcast_2017-202205
ARRS,AF173,AF2,08-JUL-2017 06:48:25,A,A,AF173031,1.68,0.64,1.64,39.56,8.9,109.9,2.601,1.824,30.8,22.41,16.46,0.9895,8.232,42.09879,-70.52724,,MWRA_MassBay_upcast_2017-202205
ARRS,AF173,AF2,08-JUL-2017 06:48:25,10,10,AF173030,9.88,9.23,10.23,34.95,10.94,119.4,1.722,1.429,31.48,24.15,10.37,0.7493,8.232,42.09879,-70.52724,,MWRA_MassBay_upcast_2017-202205
ARRS,AF173,AF2,08-JUL-2017 06:48:25,20,20,AF17302F,19.88,19.04,20.04,32.43,9.09,92.57,2.329,1.9,31.64,24.74,7.243,0.7768,8.143,42.09879,-70.52724,,MWRA_MassBay_upcast_2017-202205
ARRS,AF173,AF2,08-JUL-2017 06:48:25,E,E,AF17302E,37.48,36.4,37.4,31.87,8.88,88.89,1.384,1.256,31.73,24.91,6.482,1.044,8.185,42.09879,-70.52724,,MWRA_MassBay_upcast_2017-202205
ARRS,AF173,F06,08-JUL-2017 07:16:36,A,A,AF17303D,1.83,0.7,1.7,39.2,9.25,112.7,1.347,0.863,31.07,22.8,15.7,0.8163,8.25,42.1706667,-70.5766667,,MWRA_MassBay_upcast_2017-202205
ARRS,AF173,F06,08-JUL-2017 07:16:36,10,10,AF17303C,10.0,9.1,10.1,35.92,10.77,121.0,3.796,2.553,31.28,23.75,11.72,0.8481,8.233,42.1706667,-70.5766667,,MWRA_MassBay_upcast_2017-202205
ARRS,AF173,F06,08-JUL-2017 07:16:36,20,20,AF17303B,20.04,18.97,19.97,32.79,9.25,95.26,4.51,3.26,31.57,24.62,7.745,0.8569,8.168,42.1706667,-70.5766667,,MWRA_MassBay_upcast_2017-202205
ARRS,AF173,F06,08-JUL-2017 07:16:36,E,E,AF17303A,33.03,32.07,33.07,32.2,9.16,92.62,2.494,2.008,31.67,24.81,6.93,0.8434,8.203,42.1706667,-70.5766667,,MWRA_MassBay_upcast_2017-202205
ARRS,AF173,F10,08-JUL-2017 07:42:13,A,A,AF173049,2.18,1.25,2.25,38.95,9.33,113.1,1.295,0.8388,31.07,22.85,15.43,0.8086,8.257,42.2423333,-70.6373333,,MWRA_MassBay_upcast_2017-202205
ARRS,AF173,F10,08-JUL-2017 07:42:13,10,10,AF173048,10.04,9.04,10.04,37.9,9.79,115.7,2.13,1.525,31.08,23.12,14.23,0.8209,8.216,42.2423333,-70.6373333,,MWRA_MassBay_upcast_2017-202205
ARRS,AF173,F10,08-JUL-2017 07:42:13,20,20,AF173047,19.95,18.85,19.85,32.85,8.73,90.09,16.97,9.49,31.53,24.57,7.868,1.327,8.157,42.2423333,-70.6373333,,MWRA_MassBay_upcast_2017-202205
ARRS,AF173,F10,08-JUL-2017 07:42:13,E,E,AF173046,29.04,27.99,28.99,32.37,8.64,87.89,5.816,4.014,31.62,24.74,7.183,1.189,8.195,42.2423333,-70.6373333,,MWRA_MassBay_upcast_2017-202205
ARRS,AF173,F17,08-JUL-2017 08:13:15,A,A,AF173055,1.81,0.88,1.88,40.29,8.92,111.4,1.043,0.6428,31.08,22.53,16.92,0.8461,8.259,42.3458333,-70.5705,,MWRA_MassBay_upcast_2017-202205
ARRS,AF173,F17,08-JUL-2017 08:13:15,10,10,AF173054,10.05,9.23,10.23,35.49,10.67,118.6,1.741,1.248,31.27,23.83,11.24,0.8752,8.266,42.3458333,-70.5705,,MWRA_MassBay_upcast_2017-202205
ARRS,AF173,F17,08-JUL-2017 08:13:15,20,20,AF173053,20.11,19.1,20.1,33.27,11.33,118.0,17.01,9.436,31.67,24.63,8.199,0.937,8.232,42.3458333,-70.5705,,MWRA_MassBay_upcast_2017-202205
ARRS,AF173,F17,08-JUL-2017 08:13:15,E,E,AF173052,69.82,68.58,69.58,31.3,8.84,86.5,0.1571,0.3402,32.05,25.29,5.434,1.371,8.16,42.3458333,-70.5705,,MWRA_MassBay_upcast_2017-202205
ARRS,AF173,AF6,08-JUL-2017 08:42:31,A,A,AF173061,2.01,1.0,2.0,40.7,8.58,108.3,0.9187,0.5763,30.93,22.26,17.57,0.8183,8.28,42.40335,-70.50163,,MWRA_MassBay_upcast_2017-202205
ARRS,AF173,AF6,08-JUL-2017 08:42:31,10,10,AF173060,10.02,9.1,10.1,39.15,9.55,116.2,1.876,1.319,31.1,22.84,15.61,0.8527,8.258,42.40335,-70.50163,,MWRA_MassBay_upcast_2017-202205
ARRS,AF173,AF6,08-JUL-2017 08:42:31,20,20,AF17305F,19.9,19.1,20.1,33.82,11.32,119.8,1.574,1.306,31.61,24.48,8.909,0.7092,8.237,42.40335,-70.50163,,MWRA_MassBay_upcast_2017-202205
ARRS,AF173,AF6,08-JUL-2017 08:42:31,E,E,AF17305E,89.05,87.65,88.65,31.19,8.34,81.13,0.2019,0.3758,32.2,25.44,5.142,2.026,8.138,42.40335,-70.50163,,MWRA_MassBay_upcast_2017-202205
ARRS,AF173,AF8,08-JUL-2017 09:21:39,A,A,AF173073,1.65,0.7,1.7,40.43,8.66,109.1,0.9314,0.583,30.73,22.12,17.53,0.8365,8.277,42.54019,-70.54553,,MWRA_MassBay_upcast_2017-202205
ARRS,AF173,AF8,08-JUL-2017 09:21:39,10,10,AF173072,10.25,9.53,10.53,36.83,10.16,117.1,1.762,1.239,31.1,23.38,12.98,0.7877,8.257,42.54019,-70.54553,,MWRA_MassBay_upcast_2017-202205
ARRS,AF173,AF8,08-JUL-2017 09:21:39,20,20,AF173071,20.03,19.1,20.1,33.35,10.8,113.1,1.932,1.513,31.5,24.46,8.477,0.6877,8.227,42.54019,-70.54553,,MWRA_MassBay_upcast_2017-202205
ARRS,AF173,AF8,08-JUL-2017 09:21:39,E,E,AF173070,56.89,55.72,56.72,31.37,9.36,92.04,0.1322,0.3204,31.91,25.15,5.68,0.8769,8.198,42.54019,-70.54553,,MWRA_MassBay_upcast_2017-202205
ARRS,AF173,AF9,08-JUL-2017 09:45:53,A,A,AF173084,1.92,0.94,1.94,39.51,9.11,112.2,1.467,0.8603,30.89,22.52,16.29,0.8584,8.255,42.58754,-70.60224,,MWRA_MassBay_upcast_2017-202205
ARRS,AF173,AF9,08-JUL-2017 09:45:53,10,10,AF173083,10.12,9.29,10.29,33.28,10.96,114.6,3.353,2.152,31.43,24.4,8.48,0.7362,8.232,42.58754,-70.60224,,MWRA_MassBay_upcast_2017-202205
ARRS,AF173,AF9,08-JUL-2017 09:45:53,20,20,AF173082,20.37,19.28,20.28,32.47,10.15,103.7,6.789,4.389,31.54,24.64,7.403,0.8677,8.187,42.58754,-70.60224,,MWRA_MassBay_upcast_2017-202205
ARRS,AF173,AF9,08-JUL-2017 09:45:53,E,E,AF173081,43.23,42.37,43.37,31.67,9.09,90.45,0.4925,0.6018,31.75,24.96,6.221,1.001,8.184,42.58754,-70.60224,,MWRA_MassBay_upcast_2017-202205
ARRS,AF173,F22,08-JUL-2017 10:29:42,A,A,AF173091,1.89,1.0,2.0,41.26,8.47,108.7,0.922,0.5427,30.69,21.86,18.51,0.7969,8.28,42.4798333,-70.6176667,,MWRA_MassBay_upcast_2017-202205
ARRS,AF173,F22,08-JUL-2017 10:29:42,10,10,AF173090,9.93,8.86,9.86,38.37,9.84,118.0,2.004,1.349,30.9,22.82,14.98,0.876,8.258,42.4798333,-70.6176667,,MWRA_MassBay_upcast_2017-202205
ARRS,AF173,F22,08-JUL-2017 10:29:42,20,20,AF17308F,20.0,19.28,20.28,33.54,11.21,118.1,4.313,2.941,31.45,24.37,8.767,0.7424,8.248,42.4798333,-70.6176667,,MWRA_MassBay_upcast_2017-202205
ARRS,AF173,F22,08-JUL-2017 10:29:42,E,E,AF17308E,78.04,76.93,77.93,31.3,8.78,85.83,0.1647,0.3463,32.09,25.32,5.4,1.832,8.16,42.4798333,-70.6176667,,MWRA_MassBay_upcast_2017-202205
ARRS,AF173,N04,08-JUL-2017 11:02:45,A,A,AF17309D,1.96,1.19,2.19,40.68,8.78,110.9,0.9709,0.5689,30.9,22.23,17.59,0.8036,8.26,42.4438333,-70.7365,,MWRA_MassBay_upcast_2017-202205
ARRS,AF173,N04,08-JUL-2017 11:02:45,10,10,AF17309C,9.91,8.74,9.74,34.74,11.0,120.2,1.817,1.238,31.18,23.89,10.48,0.8184,8.251,42.4438333,-70.7365,,MWRA_MassBay_upcast_2017-202205
ARRS,AF173,N04,08-JUL-2017 11:02:45,20,20,AF17309B,19.47,18.49,19.49,32.67,10.61,108.8,8.104,4.997,31.59,24.66,7.584,1.109,8.21,42.4438333,-70.7365,,MWRA_MassBay_upcast_2017-202205
ARRS,AF173,N04,08-JUL-2017 11:02:45,E,E,AF17309A,48.63,47.61,48.61,31.5,9.37,92.68,0.239,0.405,31.8,25.03,5.953,0.8275,8.199,42.4438333,-70.7365,,MWRA_MassBay_upcast_2017-202205
ARRS,AF173,N01,08-JUL-2017 11:32:02,A,A,AF1730A9,1.77,0.88,1.88,39.67,9.67,118.9,1.04,0.626,31.14,22.75,16.14,0.8575,8.27,42.4193333,-70.8645,,MWRA_MassBay_upcast_2017-202205
ARRS,AF173,N01,08-JUL-2017 11:32:02,10,10,AF1730A8,9.9,8.92,9.92,34.88,11.35,123.8,3.995,2.545,31.44,24.11,10.34,0.8955,8.249,42.4193333,-70.8645,,MWRA_MassBay_upcast_2017-202205
ARRS,AF173,N01,08-JUL-2017 11:32:02,20,20,AF1730A7,19.72,18.67,19.67,32.66,10.56,108.3,2.11,1.661,31.58,24.65,7.579,0.6952,8.211,42.4193333,-70.8645,,MWRA_MassBay_upcast_2017-202205
ARRS,AF173,N01,08-JUL-2017 11:32:02,E,E,AF1730A6,29.86,28.6,29.6,32.16,8.88,89.79,2.499,2.011,31.62,24.76,6.943,1.268,8.211,42.4193333,-70.8645,,MWRA_MassBay_upcast_2017-202205
ARRS,AF173,F23,08-JUL-2017 12:00:25,A,A,AF1730B5,1.89,1.06,2.06,37.91,10.32,122.1,3.211,1.914,31.07,23.1,14.25,1.594,8.29,42.3391667,-70.942,,MWRA_MassBay_upcast_2017-202205
ARRS,AF173,F23,08-JUL-2017 12:00:25,10,10,AF1730B4,10.09,9.23,10.23,37.21,10.44,121.3,6.649,4.216,31.17,23.36,13.34,1.445,8.275,42.3391667,-70.942,,MWRA_MassBay_upcast_2017-202205
ARRS,AF173,F23,08-JUL-2017 12:00:25,20,20,AF1730B3,20.07,18.97,19.97,35.51,10.46,116.1,10.4,6.435,31.33,23.89,11.19,1.658,8.267,42.3391667,-70.942,,MWRA_MassBay_upcast_2017-202205
ARRS,AF173,F23,08-JUL-2017 12:00:25,E,E,AF1730B2,27.27,26.35,27.35,35.23,10.36,114.1,11.47,6.962,31.36,23.97,10.82,1.786,8.277,42.3391667,-70.942,,MWRA_MassBay_upcast_2017-202205
ARRS,AF173,N10,08-JUL-2017 12:26:50,A,A,AF1730C3,1.78,0.58,1.58,38.26,10.65,126.8,1.389,0.8184,31.16,23.11,14.54,1.098,8.286,42.3315,-70.834,,MWRA_MassBay_upcast_2017-202205
ARRS,AF173,N10,08-JUL-2017 12:26:50,10,10,AF1730C2,10.15,8.98,9.98,34.56,12.11,131.2,12.06,6.626,31.35,24.09,10.07,1.191,8.267,42.3315,-70.834,,MWRA_MassBay_upcast_2017-202205
ARRS,AF173,N10,08-JUL-2017 12:26:50,20,20,AF1730C1,20.0,19.22,20.22,32.42,9.02,91.95,8.206,5.313,31.55,24.66,7.324,1.588,8.18,42.3315,-70.834,,MWRA_MassBay_upcast_2017-202205
ARRS,AF173,N10,08-JUL-2017 12:26:50,E,E,AF1730C0,23.8,23.06,24.06,32.38,8.79,89.51,7.963,5.185,31.57,24.68,7.266,1.74,8.228,42.3315,-70.834,,MWRA_MassBay_upcast_2017-202205
ARRS,AF173,N18,08-JUL-2017 12:45:27,A,A,AF1730CF,1.99,0.94,1.94,39.04,10.07,121.9,1.157,0.6471,31.2,22.97,15.37,0.8866,8.259,42.3658333,-70.7776667,,MWRA_MassBay_upcast_2017-202205
ARRS,AF173,N18,08-JUL-2017 12:45:27,10,10,AF1730CE,9.75,8.86,9.86,33.22,11.99,125.7,38.93,16.92,31.25,24.24,8.622,1.854,8.223,42.3658333,-70.7776667,,MWRA_MassBay_upcast_2017-202205
ARRS,AF173,N18,08-JUL-2017 12:45:27,20,20,AF1730CD,20.12,19.16,20.16,32.16,9.37,95.13,4.397,3.193,31.42,24.57,7.172,0.9866,8.17,42.3658333,-70.7776667,,MWRA_MassBay_upcast_2017-202205
ARRS,AF173,N18,08-JUL-2017 12:45:27,E,E,AF1730CC,24.76,23.85,24.85,32.18,9.19,93.2,4.43,3.212,31.47,24.62,7.135,1.027,8.217,42.3658333,-70.7776667,,MWRA_MassBay_upcast_2017-202205
ARRS,AF173,N07,08-JUL-2017 13:09:15,A,A,AF1730DD,1.53,0.58,1.58,40.67,9.19,115.5,0.8969,0.5276,31.14,22.5,17.25,0.8446,8.266,42.3563333,-70.7061667,,MWRA_MassBay_upcast_2017-202205
ARRS,AF173,N07,08-JUL-2017 13:09:15,10,10,AF1730DC,9.91,9.29,10.29,35.02,11.01,121.0,1.781,1.224,31.21,23.87,10.76,0.8566,8.266,42.3563333,-70.7061667,,MWRA_MassBay_upcast_2017-202205
ARRS,AF173,N07,08-JUL-2017 13:09:15,20,20,AF1730DB,19.99,18.91,19.91,33.26,11.07,115.2,9.25,5.595,31.68,24.64,8.173,0.8886,8.232,42.3563333,-70.7061667,,MWRA_MassBay_upcast_2017-202205
ARRS,AF173,N07,08-JUL-2017 13:09:15,E,E,AF1730DA,49.8,48.83,49.83,31.47,9.39,92.69,0.2654,0.4258,31.87,25.1,5.846,0.9522,8.204,42.3563333,-70.7061667,,MWRA_MassBay_upcast_2017-202205
ARRS,AF173,F15,08-JUL-2017 13:28:42,A,A,AF1730E9,1.75,0.94,1.94,39.72,10.26,126.2,1.46,0.8825,31.16,22.75,16.18,1.09,8.291,42.3155,-70.7276667,,MWRA_MassBay_upcast_2017-202205
ARRS,AF173,F15,08-JUL-2017 13:28:42,10,10,AF1730E8,9.87,8.56,9.56,34.75,12.78,139.2,10.3,5.784,31.35,24.05,10.3,0.9375,8.299,42.3155,-70.7276667,,MWRA_MassBay_upcast_2017-202205
ARRS,AF173,F15,08-JUL-2017 13:28:42,20,20,AF1730E7,19.93,18.97,19.97,32.82,10.74,110.7,10.77,6.622,31.58,24.62,7.774,0.8698,8.215,42.3155,-70.7276667,,MWRA_MassBay_upcast_2017-202205
ARRS,AF173,F15,08-JUL-2017 13:28:42,E,E,AF1730E6,36.5,35.55,36.55,32.0,8.95,90.04,5.948,4.088,31.65,24.81,6.719,1.29,8.205,42.3155,-70.7276667,,MWRA_MassBay_upcast_2017-202205
ARRS,AF173,F13,08-JUL-2017 13:48:06,A,A,AF1730F7,1.89,1.0,2.0,39.33,10.16,124.1,1.185,0.7505,31.12,22.81,15.79,0.9743,8.29,42.2683333,-70.735,,MWRA_MassBay_upcast_2017-202205
ARRS,AF173,F13,08-JUL-2017 13:48:06,10,10,AF1730F6,9.9,8.92,9.92,35.38,12.07,133.7,4.211,2.766,31.33,23.92,11.03,0.9746,8.269,42.2683333,-70.735,,MWRA_MassBay_upcast_2017-202205
ARRS,AF173,F13,08-JUL-2017 13:48:06,20,20,AF1730F5,20.06,18.67,19.67,32.95,8.63,89.43,30.01,14.91,31.48,24.51,8.025,2.204,8.158,42.2683333,-70.735,,MWRA_MassBay_upcast_2017-202205
ARRS,AF173,F13,08-JUL-2017 13:48:06,E,E,AF1730F4,23.51,22.45,23.45,32.72,8.48,87.24,20.44,11.03,31.52,24.58,7.717,2.075,8.21,42.2683333,-70.735,,MWRA_MassBay_upcast_2017-202205
ARRS,AF173,AF4,08-JUL-2017 14:10:04,A,A,AF173104,1.76,0.64,1.64,38.55,10.13,121.6,2.439,1.493,31.05,22.93,15.0,1.018,8.289,42.21997,-70.69553,,MWRA_MassBay_upcast_2017-202205
ARRS,AF173,AF4,08-JUL-2017 14:10:04,10,10,AF173103,10.01,9.1,10.1,34.5,11.66,126.2,18.47,9.686,31.36,24.11,9.987,1.514,8.28,42.21997,-70.69553,,MWRA_MassBay_upcast_2017-202205
ARRS,AF173,AF4,08-JUL-2017 14:10:04,E,E,AF173102,21.47,20.5,21.5,33.06,8.85,92.0,27.8,14.04,31.48,24.49,8.162,1.967,8.226,42.21997,-70.69553,,MWRA_MassBay_upcast_2017-202205
ARRS,AF173,F05,08-JUL-2017 14:36:02,A,A,AF17310F,1.8,0.76,1.76,39.32,9.54,116.6,1.161,0.6985,31.03,22.72,15.9,0.875,8.286,42.1386667,-70.65,,MWRA_MassBay_upcast_2017-202205
ARRS,AF173,F05,08-JUL-2017 14:36:02,10,10,AF17310E,9.84,8.92,9.92,36.19,11.11,125.5,2.461,1.668,31.29,23.7,12.02,0.8626,8.305,42.1386667,-70.65,,MWRA_MassBay_upcast_2017-202205
ARRS,AF173,F05,08-JUL-2017 14:36:02,E,E,AF17310D,18.1,17.02,18.02,33.59,9.99,105.3,10.08,6.049,31.47,24.39,8.799,1.124,8.295,42.1386667,-70.65,,MWRA_MassBay_upcast_2017-202205
ARRS,AF174,AF1,16-JUL-2017 06:19:13,A,A,AF174029,1.36,0.34,1.34,39.44,9.4,115.1,1.502,0.9792,31.09,22.76,15.95,0.9977,8.254,42.02788,-70.55467,,MWRA_MassBay_upcast_2017-202205
ARRS,AF174,AF1,16-JUL-2017 06:19:13,10,10,AF174028,9.95,8.93,9.93,35.18,10.78,118.6,2.667,2.004,31.39,24.01,10.74,0.8079,8.263,42.02788,-70.55467,,MWRA_MassBay_upcast_2017-202205
ARRS,AF174,AF1,16-JUL-2017 06:19:13,20,20,AF174027,20.05,19.04,20.04,33.18,10.56,109.9,15.38,7.588,31.56,24.55,8.21,0.9912,8.258,42.02788,-70.55467,,MWRA_MassBay_upcast_2017-202205
ARRS,AF174,AF1,16-JUL-2017 06:19:13,E,E,AF174026,24.16,23.12,24.12,32.67,9.26,94.88,5.145,3.314,31.64,24.7,7.525,0.9117,8.258,42.02788,-70.55467,,MWRA_MassBay_upcast_2017-202205
ARRS,AF174,AF2,16-JUL-2017 06:48:51,A,A,AF174035,1.57,0.58,1.58,39.32,9.79,119.5,1.603,0.9906,31.1,22.79,15.81,0.899,8.221,42.09879,-70.52724,,MWRA_MassBay_upcast_2017-202205
ARRS,AF174,AF2,16-JUL-2017 06:48:51,10,10,AF174034,9.87,8.8,9.8,33.36,10.13,106.1,7.603,4.466,31.5,24.45,8.499,0.9635,8.178,42.09879,-70.52724,,MWRA_MassBay_upcast_2017-202205
ARRS,AF174,AF2,16-JUL-2017 06:48:51,20,20,AF174033,20.05,18.98,19.98,32.56,9.65,98.67,4.902,3.193,31.61,24.69,7.439,0.9063,8.164,42.09879,-70.52724,,MWRA_MassBay_upcast_2017-202205
ARRS,AF174,AF2,16-JUL-2017 06:48:51,E,E,AF174032,38.29,37.26,38.26,32.08,9.15,92.15,1.524,1.323,31.69,24.84,6.77,0.8995,8.195,42.09879,-70.52724,,MWRA_MassBay_upcast_2017-202205
ARRS,AF174,F06,16-JUL-2017 07:13:05,A,A,AF174041,1.56,0.58,1.58,39.84,9.44,116.7,1.318,0.8103,31.07,22.63,16.43,0.8814,8.252,42.1706667,-70.5766667,,MWRA_MassBay_upcast_2017-202205
ARRS,AF174,F06,16-JUL-2017 07:13:05,10,10,AF174040,9.99,9.05,10.05,34.76,11.39,124.1,1.528,1.212,31.37,24.08,10.27,0.7433,8.237,42.1706667,-70.5766667,,MWRA_MassBay_upcast_2017-202205
ARRS,AF174,F06,16-JUL-2017 07:13:05,20,20,AF17403F,20.07,19.16,20.16,32.7,10.3,105.9,4.985,3.234,31.57,24.63,7.639,0.8703,8.202,42.1706667,-70.5766667,,MWRA_MassBay_upcast_2017-202205
ARRS,AF174,F06,16-JUL-2017 07:13:05,E,E,AF17403E,28.73,27.69,28.69,32.45,9.56,97.45,4.206,2.839,31.61,24.71,7.294,0.9728,8.224,42.1706667,-70.5766667,,MWRA_MassBay_upcast_2017-202205
ARRS,AF174,F10,16-JUL-2017 07:38:10,A,A,AF17404D,1.81,0.76,1.76,40.8,8.62,109.0,1.017,0.5719,30.98,22.29,17.62,0.8387,8.277,42.2423333,-70.6373333,,MWRA_MassBay_upcast_2017-202205
ARRS,AF174,F10,16-JUL-2017 07:38:10,10,10,AF17404C,9.94,8.86,9.86,33.1,11.49,120.2,57.24,19.65,31.21,24.23,8.518,2.061,8.212,42.2423333,-70.6373333,,MWRA_MassBay_upcast_2017-202205
ARRS,AF174,F10,16-JUL-2017 07:38:10,20,20,AF17404B,20.25,19.22,20.22,32.62,10.14,104.1,8.647,4.925,31.46,24.55,7.659,1.132,8.2,42.2423333,-70.6373333,,MWRA_MassBay_upcast_2017-202205
ARRS,AF174,F10,16-JUL-2017 07:38:10,E,E,AF17404A,31.12,30.19,31.19,32.57,9.8,100.2,1.766,1.472,31.61,24.69,7.437,0.8172,8.233,42.2423333,-70.6373333,,MWRA_MassBay_upcast_2017-202205
ARRS,AF174,F17,16-JUL-2017 08:13:07,A,A,AF17405B,1.73,0.7,1.7,41.31,7.9,101.2,0.7789,0.4682,30.89,22.06,18.29,0.7641,8.254,42.3458333,-70.5705,,MWRA_MassBay_upcast_2017-202205
ARRS,AF174,F17,16-JUL-2017 08:13:07,10,10,AF17405A,9.9,8.86,9.86,38.88,9.03,109.2,1.397,1.015,31.08,22.88,15.34,0.8094,8.23,42.3458333,-70.5705,,MWRA_MassBay_upcast_2017-202205
ARRS,AF174,F17,16-JUL-2017 08:13:07,20,20,AF174059,20.03,19.1,20.1,32.81,10.98,113.1,21.9,9.845,31.61,24.65,7.728,1.011,8.204,42.3458333,-70.5705,,MWRA_MassBay_upcast_2017-202205
ARRS,AF174,F17,16-JUL-2017 08:13:07,E,E,AF174058,75.55,74.49,75.49,31.42,9.29,91.26,0.0583,0.3251,31.99,25.22,5.64,1.364,8.162,42.3458333,-70.5705,,MWRA_MassBay_upcast_2017-202205
ARRS,AF174,AF6,16-JUL-2017 08:39:20,A,A,AF174067,1.78,0.76,1.76,40.56,8.22,103.7,0.781,0.5638,30.87,22.23,17.5,0.772,8.249,42.40335,-70.50163,,MWRA_MassBay_upcast_2017-202205
ARRS,AF174,AF6,16-JUL-2017 08:39:20,10,10,AF174066,10.02,9.17,10.17,39.16,8.87,108.2,1.211,1.014,30.95,22.68,15.81,0.8089,8.209,42.40335,-70.50163,,MWRA_MassBay_upcast_2017-202205
ARRS,AF174,AF6,16-JUL-2017 08:39:20,20,20,AF174065,20.01,18.98,19.98,32.22,10.02,101.1,1.982,1.604,31.81,24.93,6.809,0.7452,8.142,42.40335,-70.50163,,MWRA_MassBay_upcast_2017-202205
ARRS,AF174,AF6,16-JUL-2017 08:39:20,E,E,AF174064,88.39,87.53,88.53,31.24,8.87,86.45,0.0632,0.3288,32.13,25.37,5.277,1.754,8.135,42.40335,-70.50163,,MWRA_MassBay_upcast_2017-202205
ARRS,AF174,AF8,16-JUL-2017 09:18:55,A,A,AF174076,1.88,0.88,1.88,37.53,10.55,127.6,2.629,1.467,29.52,21.58,15.81,1.844,8.293,42.54019,-70.54553,,MWRA_MassBay_upcast_2017-202205
ARRS,AF174,AF8,16-JUL-2017 09:18:55,10,10,AF174075,9.93,8.8,9.8,35.36,10.61,118.3,11.0,5.905,30.91,23.5,11.52,1.098,8.221,42.54019,-70.54553,,MWRA_MassBay_upcast_2017-202205
ARRS,AF174,AF8,16-JUL-2017 09:18:55,20,20,AF174074,20.12,18.98,19.98,32.44,11.29,115.3,3.793,2.622,31.47,24.58,7.44,0.7402,8.215,42.54019,-70.54553,,MWRA_MassBay_upcast_2017-202205
ARRS,AF174,AF8,16-JUL-2017 09:18:55,E,E,AF174073,54.27,53.28,54.28,31.39,9.46,93.2,0.1326,0.3805,31.84,25.08,5.78,0.8489,8.173,42.54019,-70.54553,,MWRA_MassBay_upcast_2017-202205
ARRS,AF174,AF9,16-JUL-2017 09:42:13,A,A,AF174086,1.81,0.82,1.82,39.02,10.03,124.8,1.644,0.9305,29.85,21.54,17.11,1.447,8.31,42.58754,-70.60224,,MWRA_MassBay_upcast_2017-202205
ARRS,AF174,AF9,16-JUL-2017 09:42:13,10,10,AF174085,10.0,8.93,9.93,37.42,9.81,115.6,3.081,2.073,30.68,22.82,14.18,1.009,8.238,42.58754,-70.60224,,MWRA_MassBay_upcast_2017-202205
ARRS,AF174,AF9,16-JUL-2017 09:42:13,20,20,AF174084,20.04,18.98,19.98,32.56,10.4,106.6,0.6422,0.7445,31.5,24.59,7.556,0.669,8.171,42.58754,-70.60224,,MWRA_MassBay_upcast_2017-202205
ARRS,AF174,AF9,16-JUL-2017 09:42:13,E,E,AF174083,39.76,38.78,39.78,31.96,9.06,90.96,0.2959,0.5001,31.68,24.86,6.624,0.8852,8.194,42.58754,-70.60224,,MWRA_MassBay_upcast_2017-202205
ARRS,AF174,F22,16-JUL-2017 10:13:48,A,A,AF174092,1.75,0.76,1.76,41.28,8.78,112.3,0.7596,0.4121,30.91,22.09,18.23,0.7815,8.252,42.4798333,-70.6176667,,MWRA_MassBay_upcast_2017-202205
