20190822_SBNMS
Eureka_Manta_2,V7.04,02193610
DATE,TIME,Temp_deg_C,pH_units,Depth_m,SpCond_uS/cm,HDO_mg/l,HDO_%Sat,Chl_ug/l,pH_mV,Int_Batt_V
08/22/19,09:34:45,9.55,8.28,10.58,50510,7.94,85.6,3.43,-63.6,8.36
08/22/19,09:34:50,17.11,8.46,4.87,49060,7.03,88.2,1.50,-75.2,8.39
08/22/19,09:34:55,19.65,8.50,0.07,49510,8.47,111.6,0.58,-78.4,8.53
08/22/19,09:35:00,19.69,8.79,0.07,64.6,10.66,116.1,-0.46,-94.8,8.19
08/22/19,09:35:05,19.86,8.88,0.06,49.3,10.43,113.9,0.12,-100.2,8.41
08/22/19,09:35:10,20.14,8.95,0.06,35.2,10.32,113.3,-0.42,-104.2,8.31
08/22/19,09:35:15,20.58,9.03,0.05,30.0,10.08,111.7,-0.34,-108.6,8.46
08/22/19,09:35:20,20.80,9.05,0.05,27.5,9.95,110.8,-0.26,-109.8,8.49
08/22/19,09:35:25,20.80,9.02,0.05,25.2,9.92,110.4,-0.49,-108.2,8.59
Eureka_Manta_2,V7.04,02193610
DATE,TIME,Temp_deg_C,pH_units,Depth_m,SpCond_uS/cm,HDO_mg/l,HDO_%Sat,Chl_ug/l,pH_mV,Int_Batt_V
08/22/19,10:33:50,20.01,8.49,1.58,49780,7.42,98.6,0.54,-78.1,8.59
08/22/19,10:33:55,19.87,8.50,1.58,49820,7.54,100.0,0.56,-78.2,8.56
08/22/19,10:34:00,18.68,8.52,3.66,50640,7.98,103.9,0.87,-79.5,8.53
08/22/19,10:34:05,14.23,8.50,10.10,51680,8.62,103.2,3.14,-76.9,8.58
08/22/19,10:34:10,9.96,8.37,16.29,51460,9.19,100.5,2.39,-68.4,8.53
08/22/19,10:34:15,8.43,8.29,22.19,51490,9.24,97.6,0.58,-63.8,8.54
08/22/19,10:34:20,7.22,8.23,28.39,51640,9.38,96.3,0.28,-59.9,8.53
08/22/19,10:34:25,7.17,8.21,27.69,51510,9.19,94.2,0.25,-58.9,8.51
08/22/19,10:34:30,7.19,8.20,27.53,51550,8.94,91.7,0.37,-58.7,8.54
08/22/19,10:34:35,7.20,8.20,27.79,51490,8.78,90.1,0.33,-58.8,8.58
08/22/19,10:34:40,7.17,8.20,27.73,51510,8.57,87.9,0.33,-58.7,8.49
08/22/19,10:34:45,7.18,8.21,27.73,51490,8.44,86.6,0.27,-59.1,8.59
08/22/19,10:34:50,7.18,8.22,27.85,51500,8.44,86.6,0.25,-59.4,8.56
08/22/19,10:34:55,7.18,8.22,27.73,51480,8.44,86.6,0.27,-59.6,8.49
08/22/19,10:35:00,7.19,8.23,27.78,51480,8.43,86.5,0.34,-60.0,8.49
08/22/19,10:35:05,7.19,8.23,27.82,51510,8.41,86.3,0.29,-60.2,8.53
08/22/19,10:35:10,7.17,8.23,27.69,51480,8.38,85.9,0.29,-60.3,8.48
08/22/19,10:35:15,7.20,8.24,27.73,51470,8.37,85.9,0.27,-60.6,8.56
08/22/19,10:35:20,7.20,8.24,27.62,51490,8.35,85.6,0.30,-60.8,8.49
08/22/19,10:35:25,7.64,8.27,24.19,51110,8.24,85.3,0.35,-62.4,8.49
08/22/19,10:35:30,8.54,8.31,20.25,50830,8.08,85.3,0.57,-64.6,8.56
08/22/19,10:35:35,9.47,8.34,16.48,50580,7.94,85.5,1.33,-66.6,8.56
08/22/19,10:35:40,11.14,8.42,12.82,49950,8.23,91.7,4.81,-71.5,8.49
08/22/19,10:35:45,13.69,8.50,9.03,49500,8.19,96.1,4.14,-76.7,8.54
08/22/19,10:35:50,17.07,8.54,5.09,49220,8.56,107.3,2.16,-79.7,8.39
08/22/19,10:35:55,19.57,8.55,1.18,49240,8.94,117.5,0.58,-81.4,8.43
08/22/19,10:36:00,20.09,8.74,0.04,1745,10.86,119.8,-0.28,-91.9,8.56
08/22/19,10:36:05,20.30,8.95,0.04,34.7,10.84,119.4,-0.33,-104.0,8.43
08/22/19,10:36:10,20.53,8.99,0.04,44.4,10.58,117.2,-0.41,-106.4,8.43
08/22/19,10:36:15,20.98,9.04,0.04,31.3,10.38,115.9,-0.43,-109.5,8.54
08/22/19,10:36:20,21.22,9.05,0.03,28.1,10.13,113.7,-0.28,-110.2,8.33
08/22/19,10:36:25,21.46,9.04,0.02,27.9,9.94,112.0,-0.37,-109.9,8.28
08/22/19,10:36:30,21.77,9.05,0.03,25.7,9.74,110.5,-0.33,-110.2,8.41
08/22/19,10:36:35,22.05,9.05,0.02,22.0,9.42,107.5,-0.21,-110.4,8.48
08/22/19,10:36:40,22.21,9.04,0.03,20.8,9.21,105.4,-0.32,-110.2,8.23
08/22/19,10:36:45,22.42,9.04,0.02,17.2,9.08,104.2,-0.27,-110.0,8.56
Eureka_Manta_2,V7.04,02193610
DATE,TIME,Temp_deg_C,pH_units,Depth_m,SpCond_uS/cm,HDO_mg/l,HDO_%Sat,Chl_ug/l,pH_mV,Int_Batt_V
Eureka_Manta_2,V7.04,02193610
DATE,TIME,Temp_deg_C,pH_units,Depth_m,SpCond_uS/cm,HDO_mg/l,HDO_%Sat,Chl_ug/l,pH_mV,Int_Batt_V
08/22/19,11:21:20,27.23,7.26,0.03,7.3,7.83,98.3,0.37,-8.4,8.63
08/22/19,11:21:25,27.27,7.23,0.03,7.4,7.83,98.3,0.36,-6.8,8.46
08/22/19,11:21:30,27.25,7.23,0.04,7.4,7.84,98.4,0.28,-7.0,8.59
08/22/19,11:21:35,27.30,7.28,0.04,7.4,7.83,98.4,0.51,-9.7,8.59
08/22/19,11:21:40,27.28,7.21,0.03,7.4,7.84,98.5,0.44,-5.5,8.49
08/22/19,11:21:45,27.38,7.27,0.04,7.4,7.84,98.7,0.30,-9.0,8.56
08/22/19,11:21:50,27.36,7.30,0.04,7.5,7.84,98.7,0.48,-11.1,8.59
08/22/19,11:21:55,27.33,7.23,0.04,7.4,7.85,98.7,0.51,-6.7,8.46
08/22/19,11:22:00,27.37,7.21,0.05,7.4,7.85,98.8,0.59,-5.7,8.61
08/22/19,11:22:05,27.38,7.29,0.04,7.4,7.85,98.8,0.57,-10.2,8.59
08/22/19,11:22:10,27.37,7.28,0.04,7.3,7.85,98.8,0.74,-9.4,8.48
08/22/19,11:22:15,27.42,7.24,0.04,7.4,7.85,98.8,0.31,-7.1,8.58
08/22/19,11:22:20,27.34,7.23,0.03,7.4,7.86,98.8,0.48,-6.8,8.58
08/22/19,11:22:25,27.24,7.23,0.04,7.4,7.87,98.8,0.31,-6.7,8.48
08/22/19,11:22:30,27.23,7.21,0.03,7.5,7.87,98.8,0.46,-5.6,8.59
08/22/19,11:22:35,27.25,7.31,0.04,7.3,7.87,98.8,0.34,-11.4,8.58
08/22/19,11:22:40,27.18,7.19,0.04,7.4,7.88,98.8,0.50,-4.6,8.49
08/22/19,11:22:45,27.13,7.20,0.03,7.3,7.88,98.8,0.35,-5.1,8.58
08/22/19,11:22:50,27.14,7.21,0.03,7.4,7.88,98.8,0.41,-5.6,8.63
08/22/19,11:22:55,27.09,7.23,0.04,7.4,7.89,98.8,0.43,-6.9,8.43
08/22/19,11:23:00,27.16,7.26,0.04,7.5,7.88,98.7,0.51,-8.5,8.61
08/22/19,11:23:05,27.09,7.28,0.04,7.4,7.89,98.7,0.52,-9.5,8.56
08/22/19,11:23:10,27.18,7.19,0.03,7.4,7.87,98.7,0.52,-4.7,8.46
08/22/19,11:23:15,27.25,7.27,0.04,7.4,7.86,98.7,0.45,-9.3,8.58
08/22/19,11:23:20,27.30,7.21,0.03,7.4,7.86,98.7,0.51,-5.4,8.61
08/22/19,11:23:25,27.28,7.32,0.04,7.5,7.86,98.8,0.48,-12.1,8.51
08/22/19,11:23:30,27.31,7.29,0.03,7.5,7.86,98.8,0.44,-10.4,8.56
08/22/19,11:23:35,27.24,7.30,0.04,7.6,7.87,98.8,0.40,-10.6,8.56
08/22/19,11:23:40,26.98,7.28,0.04,7.6,7.91,98.8,0.47,-9.4,8.54
08/22/19,11:23:45,26.90,7.30,0.04,7.7,7.92,98.9,0.47,-10.9,8.56
08/22/19,11:23:50,26.89,7.34,0.04,7.7,7.95,99.2,0.41,-13.2,8.46
08/22/19,11:23:55,26.77,7.28,0.05,7.7,7.97,99.2,0.57,-9.6,8.56
08/22/19,11:24:00,26.73,7.33,0.03,7.8,7.97,99.2,0.47,-12.6,8.54
08/22/19,11:24:05,26.69,7.32,0.04,7.8,7.98,99.2,0.55,-11.9,8.59
08/22/19,11:24:10,26.69,7.28,0.04,7.7,7.98,99.2,0.50,-9.7,8.41
08/22/19,11:24:15,26.70,7.34,0.04,7.7,7.98,99.2,0.54,-13.2,8.53
08/22/19,11:24:20,26.80,7.35,0.03,7.7,7.96,99.2,0.57,-13.8,8.54
08/22/19,11:24:25,26.81,7.34,0.04,7.8,7.96,99.2,0.70,-13.2,8.51
08/22/19,11:24:30,26.88,7.26,0.04,7.8,7.95,99.2,0.77,-8.3,8.56
08/22/19,11:24:35,26.90,7.33,0.04,7.7,7.95,99.2,0.64,-12.7,8.56
08/22/19,11:24:40,27.05,7.34,0.04,7.8,7.93,99.2,0.57,-13.1,8.59
08/22/19,11:24:45,27.00,7.14,0.04,7.5,7.93,99.2,0.42,-1.4,8.31
08/22/19,11:24:50,26.60,7.14,0.03,7.2,7.99,99.2,0.55,-1.7,8.43
08/22/19,11:24:55,20.94,8.48,0.98,11230,8.56,99.2,1.15,-77.6,8.41
08/22/19,11:25:00,19.91,8.52,1.37,49860,7.17,95.2,0.42,-79.8,8.44
08/22/19,11:25:05,19.67,8.53,1.42,50170,7.31,96.7,0.49,-80.1,8.33
08/22/19,11:25:10,19.49,8.53,1.37,49980,7.55,99.5,0.54,-80.3,8.51
08/22/19,11:25:15,19.45,8.54,1.44,50020,7.63,100.5,0.56,-80.4,8.46
08/22/19,11:25:20,19.44,8.54,1.65,50000,8.01,105.4,0.54,-80.5,8.31
08/22/19,11:25:25,15.82,8.51,7.06,50470,8.54,105.1,1.99,-77.9,8.39
08/22/19,11:25:30,9.89,8.38,12.84,51630,9.47,103.4,2.49,-69.1,8.41
08/22/19,11:25:35,8.51,8.31,18.28,51510,9.40,99.5,0.60,-64.9,8.36
08/22/19,11:25:40,7.70,8.26,23.73,51490,9.30,96.6,0.39,-61.9,8.41
08/22/19,11:25:45,7.69,8.26,23.77,51500,9.20,95.5,0.34,-61.7,8.21
08/22/19,11:25:50,7.70,8.25,23.24,51500,9.05,94.0,0.53,-61.4,8.24
08/22/19,11:25:55,7.74,8.25,22.20,51410,8.73,90.7,0.39,-61.5,8.39
08/22/19,11:26:00,7.70,8.26,22.91,51440,8.62,89.5,0.40,-61.7,8.38
08/22/19,11:26:05,7.70,8.26,23.24,51430,8.49,88.1,0.39,-61.8,8.21
08/22/19,11:26:10,7.69,8.27,23.11,51440,8.49,88.1,0.37,-62.4,8.43
08/22/19,11:26:15,7.68,8.27,23.13,51430,8.48,88.0,0.36,-62.7,8.38
08/22/19,11:26:20,7.68,8.28,23.16,51440,8.45,87.7,0.79,-63.0,8.26
08/22/19,11:26:25,7.68,8.28,23.29,51400,8.43,87.4,0.56,-63.2,8.34
08/22/19,11:26:30,7.68,8.29,22.91,51460,8.42,87.3,0.44,-63.4,8.36
08/22/19,11:26:35,7.68,8.29,23.06,51430,8.40,87.2,0.40,-63.6,8.23
08/22/19,11:26:40,7.67,8.30,23.14,51440,8.38,86.9,0.36,-63.9,8.44
08/22/19,11:26:45,7.65,8.30,23.08,51430,8.37,86.8,0.38,-64.0,8.39
08/22/19,11:26:50,7.65,8.30,23.07,51460,8.34,86.5,0.37,-64.1,8.31
08/22/19,11:26:55,7.68,8.30,22.52,51480,8.32,86.3,0.49,-64.3,8.39
08/22/19,11:27:00,7.70,8.31,21.06,51450,8.29,86.0,0.38,-64.4,8.46
08/22/19,11:27:05,8.28,8.32,16.85,50990,8.19,85.9,0.52,-64.9,8.39
08/22/19,11:27:10,9.07,8.36,13.70,50940,8.05,86.1,1.63,-67.4,8.46
08/22/19,11:27:15,9.88,8.39,10.26,50400,8.30,90.1,4.26,-69.2,8.39
08/22/19,11:27:20,11.97,8.49,8.07,49940,8.31,94.3,5.41,-75.3,8.28
08/22/19,11:27:25,15.58,8.55,4.97,49190,8.61,104.9,1.54,-79.4,8.43
08/22/19,11:27:30,18.87,8.57,2.21,49550,8.53,110.8,0.65,-82.0,8.39
08/22/19,11:27:35,19.65,8.58,0.46,49760,8.98,118.5,0.52,-83.2,8.16
08/22/19,11:27:40,19.81,8.78,0.03,1729,10.82,118.7,1.64,-94.1,8.44
08/22/19,11:27:45,19.77,8.96,0.02,51.1,10.86,118.4,-0.70,-104.7,8.34
08/22/19,11:27:50,20.03,9.01,0.03,39.0,10.68,117.0,-0.03,-107.4,8.26
08/22/19,11:27:55,20.27,8.98,0.03,28.5,10.43,114.9,-0.45,-106.1,8.31
08/22/19,11:28:00,20.28,8.99,0.01,25.6,10.34,114.0,-0.49,-106.5,8.29
08/22/19,11:28:05,20.39,8.96,0.02,21.5,10.12,111.8,-0.44,-104.7,8.26
08/22/19,11:28:10,20.37,9.00,0.03,19.6,9.86,108.8,-0.57,-106.9,8.41
08/22/19,11:28:15,20.61,8.97,0.02,18.2,9.69,107.4,0.07,-105.5,8.29
08/22/19,11:28:20,20.78,8.96,0.01,17.3,9.46,105.2,-0.52,-105.0,8.09
08/22/19,11:28:25,21.10,8.99,0.01,16.4,9.25,103.6,-0.41,-106.8,8.29
08/22/19,11:28:30,21.30,8.97,0.01,15.6,9.21,103.5,-0.21,-105.6,8.26
Eureka_Manta_2,V7.04,02193610
DATE,TIME,Temp_deg_C,pH_units,Depth_m,SpCond_uS/cm,HDO_mg/l,HDO_%Sat,Chl_ug/l,pH_mV,Int_Batt_V
Eureka_Manta_2,V7.04,02193610
DATE,TIME,Temp_deg_C,pH_units,Depth_m,SpCond_uS/cm,HDO_mg/l,HDO_%Sat,Chl_ug/l,pH_mV,Int_Batt_V
08/22/19,12:52:30,17.21,8.42,12.77,50300,7.75,97.9,2.22,-73.1,8.14
08/22/19,12:52:35,14.33,8.40,19.22,50900,8.24,98.6,4.89,-71.4,8.34
08/22/19,12:52:40,8.88,8.20,25.34,51250,9.14,97.4,0.92,-59.0,7.76
Eureka_Manta_2,V7.04,02193610
DATE,TIME,Temp_deg_C,pH_units,Depth_m,SpCond_uS/cm,HDO_mg/l,HDO_%Sat,Chl_ug/l,pH_mV,Int_Batt_V
08/22/19,12:53:20,8.89,8.17,24.67,51200,8.55,91.1,1.01,-57.0,8.23
08/22/19,12:53:25,8.85,8.18,24.61,51260,8.56,91.1,1.28,-57.6,7.84
08/22/19,12:53:30,8.89,8.19,24.59,51170,8.55,91.1,1.12,-58.1,8.46
08/22/19,12:53:35,8.91,8.20,23.47,51190,8.55,91.2,1.00,-58.8,8.29
08/22/19,12:53:40,11.21,8.29,20.15,49110,8.21,91.3,5.60,-64.2,8.23
08/22/19,12:53:45,15.86,8.42,17.28,50000,8.53,104.8,2.74,-72.9,8.34
08/22/19,12:53:50,16.77,8.46,14.78,50130,8.93,111.7,2.58,-75.3,8.33
08/22/19,12:53:55,17.07,8.48,12.17,50110,8.95,112.6,2.39,-76.6,7.79
08/22/19,12:54:00,17.53,8.50,9.29,50080,8.96,113.7,1.91,-77.7,7.44
08/22/19,12:54:05,18.25,8.51,6.61,49950,8.87,114.1,1.26,-78.6,8.36
08/22/19,12:54:10,18.84,8.52,4.17,50000,8.83,114.8,0.63,-79.1,8.31
08/22/19,12:54:15,19.42,8.52,1.53,49950,8.77,115.4,0.41,-79.3,8.36
08/22/19,12:54:20,20.61,8.51,0.10,49990,8.63,116.0,6.82,-79.3,8.36
Eureka_Manta_2,V7.04,02193610
DATE,TIME,Temp_deg_C,pH_units,Depth_m,SpCond_uS/cm,HDO_mg/l,HDO_%Sat,Chl_ug/l,pH_mV,Int_Batt_V
Eureka_Manta_2,V7.04,02193610
DATE,TIME,Temp_deg_C,pH_units,Depth_m,SpCond_uS/cm,HDO_mg/l,HDO_%Sat,Chl_ug/l,pH_mV,Int_Batt_V
08/22/19,15:13:50,23.12,6.49,0.03,5647,8.35,98.9,0.27,35.0,8.38
08/22/19,15:13:55,20.09,8.53,1.16,50350,6.73,89.7,0.53,-80.2,8.39
08/22/19,15:14:00,20.07,8.53,1.33,50160,6.99,93.1,0.53,-80.3,8.48
08/22/19,15:14:05,20.00,8.53,1.27,50140,7.10,94.4,0.56,-80.1,8.38
08/22/19,15:14:10,20.02,8.53,1.26,50150,7.28,96.9,0.55,-80.0,8.41
08/22/19,15:14:15,20.00,8.52,1.25,50170,7.46,99.2,0.56,-79.9,8.51
08/22/19,15:14:20,19.93,8.52,1.34,50190,8.00,106.4,0.54,-79.9,8.38
08/22/19,15:14:25,19.97,8.52,1.61,50120,8.11,107.8,0.55,-79.9,8.41
08/22/19,15:14:30,19.14,8.52,4.16,49770,8.32,108.8,0.83,-79.6,8.44
08/22/19,15:14:35,17.98,8.52,10.47,50410,8.51,109.2,1.53,-79.1,8.29
08/22/19,15:14:40,18.30,8.51,10.25,49990,8.50,109.5,1.48,-78.6,8.36
08/22/19,15:14:45,18.45,8.51,10.09,50080,8.50,109.8,1.41,-78.9,8.48
08/22/19,15:14:50,18.32,8.52,10.49,50110,8.61,111.0,1.38,-79.0,8.26
08/22/19,15:14:55,11.34,8.47,14.56,51360,9.89,111.4,7.06,-74.6,8.41
08/22/19,15:15:00,8.93,8.31,18.71,51240,10.23,109.2,1.03,-65.0,8.43
08/22/19,15:15:05,8.60,8.28,23.79,51390,10.15,107.5,0.73,-63.2,8.46
08/22/19,15:15:10,8.62,8.27,23.54,51260,9.82,104.0,0.82,-62.5,8.34
08/22/19,15:15:15,8.61,8.27,23.78,51300,9.43,99.9,0.74,-62.5,8.48
08/22/19,15:15:20,8.61,8.27,24.01,51290,8.73,92.5,0.81,-62.5,8.34
08/22/19,15:15:25,8.59,8.27,24.44,51240,8.70,92.0,0.70,-62.6,8.43
08/22/19,15:15:30,8.57,8.27,24.54,51280,8.69,91.9,0.68,-62.7,8.44
08/22/19,15:15:35,8.57,8.28,24.47,51320,8.66,91.7,0.87,-62.9,8.31
08/22/19,15:15:40,8.61,8.29,22.90,51260,8.64,91.5,0.94,-63.6,8.44
08/22/19,15:15:45,8.78,8.30,19.83,51210,8.56,91.0,0.95,-64.3,8.46
08/22/19,15:15:50,8.92,8.32,17.25,51170,8.51,90.8,0.93,-65.2,8.24
08/22/19,15:15:55,9.79,8.36,14.66,50980,8.35,90.8,2.52,-67.9,8.43
08/22/19,15:16:00,12.77,8.49,12.16,50440,7.89,91.3,7.17,-75.6,8.46
08/22/19,15:16:05,17.16,8.52,9.57,50080,8.47,106.8,1.94,-79.0,8.36
08/22/19,15:16:10,18.85,8.55,7.07,50000,9.09,118.3,1.37,-81.2,8.44
08/22/19,15:16:15,19.09,8.56,4.27,50030,9.12,119.2,1.14,-81.7,8.46
08/22/19,15:16:20,19.95,8.57,1.44,50050,9.02,119.8,0.52,-82.5,8.33
08/22/19,15:16:25,20.31,8.57,0.02,34720,9.63,120.7,1.48,-82.4,8.41
08/22/19,15:16:30,20.64,9.00,0.03,61.4,10.89,120.8,0.29,-107.2,8.38
08/22/19,15:16:35,20.96,9.01,0.02,47.9,10.72,119.7,0.11,-107.8,8.21
08/22/19,15:16:40,21.05,8.98,0.02,36.5,10.50,117.4,0.09,-106.4,8.39
08/22/19,15:16:45,21.18,8.97,0.02,33.3,10.38,116.4,0.04,-105.5,8.43
08/22/19,15:16:50,21.20,8.96,0.01,28.9,10.12,113.5,0.11,-105.3,8.06
08/22/19,15:16:55,21.25,8.94,0.01,26.1,9.80,110.0,0.13,-103.8,7.81
08/22/19,15:17:00,21.51,8.98,0.01,24.2,9.45,106.6,0.10,-106.6,8.26
08/22/19,15:17:05,21.66,8.95,0.01,22.6,9.32,105.5,0.09,-104.9,8.29
Eureka_Manta_2,V7.04,02193610
DATE,TIME,Temp_deg_C,pH_units,Depth_m,SpCond_uS/cm,HDO_mg/l,HDO_%Sat,Chl_ug/l,pH_mV,Int_Batt_V
08/22/19,15:51:00,23.55,7.35,0.05,17.9,8.34,97.8,0.21,-13.4,8.43
08/22/19,15:51:05,23.43,6.96,0.05,17.6,8.36,97.8,0.24,8.6,8.44
08/22/19,15:51:10,19.46,8.52,1.82,44950,7.19,92.6,0.73,-79.4,8.43
08/22/19,15:51:15,19.20,8.53,2.02,49880,7.27,95.2,0.79,-80.2,8.51
08/22/19,15:51:20,19.25,8.54,1.95,49970,7.46,97.8,0.76,-80.5,8.41
08/22/19,15:51:25,19.17,8.54,1.86,49940,7.60,99.5,0.88,-80.5,8.41
08/22/19,15:51:30,18.95,8.54,2.11,50020,8.10,105.6,1.03,-80.5,8.53
08/22/19,15:51:35,17.85,8.53,6.38,50070,8.34,106.5,2.00,-79.8,8.19
08/22/19,15:51:40,15.34,8.51,11.88,49910,8.77,106.6,5.07,-77.6,8.26
08/22/19,15:51:45,11.85,8.44,17.16,50630,9.33,105.9,5.16,-72.7,8.43
08/22/19,15:51:50,8.77,8.32,22.77,51130,9.73,103.4,1.90,-65.5,8.26
08/22/19,15:51:55,8.69,8.29,22.31,51250,9.50,100.8,0.82,-63.9,8.38
08/22/19,15:52:00,9.54,8.32,21.22,50930,9.26,100.0,1.76,-65.8,8.43
08/22/19,15:52:05,9.08,8.31,21.42,51130,9.24,98.9,1.44,-65.0,8.21
08/22/19,15:52:10,9.00,8.31,21.64,51140,9.03,96.4,1.24,-64.9,8.31
08/22/19,15:52:15,8.75,8.30,21.93,51230,8.91,94.7,0.91,-64.5,8.43
08/22/19,15:52:20,8.76,8.30,21.71,51190,8.86,94.1,0.99,-64.5,8.44
08/22/19,15:52:25,8.76,8.31,21.77,51160,8.82,93.7,0.98,-64.9,8.43
08/22/19,15:52:30,9.38,8.32,21.04,51100,8.69,93.6,1.96,-65.5,8.46
08/22/19,15:52:35,11.56,8.44,19.04,50520,8.32,93.8,6.42,-72.6,8.26
08/22/19,15:52:40,11.74,8.45,17.66,50550,8.41,95.2,6.08,-73.3,8.43
08/22/19,15:52:45,12.60,8.47,14.73,50380,8.87,102.1,8.48,-74.7,8.43
08/22/19,15:52:50,15.21,8.52,11.77,49850,8.76,106.1,5.57,-78.2,8.23
08/22/19,15:52:55,17.17,8.56,9.14,49780,8.83,111.2,3.66,-80.9,8.34
08/22/19,15:53:00,17.72,8.57,6.49,49850,8.86,112.8,3.14,-81.6,8.43
08/22/19,15:53:05,18.20,8.57,3.53,49940,8.95,115.0,1.54,-81.9,8.26
08/22/19,15:53:10,19.44,8.59,1.07,49930,8.88,116.8,0.63,-83.3,8.39
08/22/19,15:53:15,19.64,8.73,0.06,18270,10.14,117.6,89.19,-91.5,8.36
08/22/19,15:53:20,20.20,8.95,0.05,55.2,10.89,119.8,-0.07,-104.2,8.28
08/22/19,15:53:25,20.45,8.94,0.05,39.2,10.94,120.9,-0.15,-103.8,8.23
08/22/19,15:53:30,20.72,8.96,0.05,26.4,10.74,119.4,0.16,-104.8,8.19
08/22/19,15:53:35,20.84,8.95,0.05,22.6,10.60,118.0,0.16,-104.2,8.11
08/22/19,15:53:40,21.10,8.93,0.05,21.5,10.24,114.6,0.12,-103.3,8.38
08/22/19,15:53:45,21.10,8.96,0.05,20.0,9.88,110.6,0.07,-105.2,7.74
Eureka_Manta_2,V7.04,02193610
DATE,TIME,Temp_deg_C,pH_units,Depth_m,SpCond_uS/cm,HDO_mg/l,HDO_%Sat,Chl_ug/l,pH_mV,Int_Batt_V
08/22/19,16:24:50,23.45,7.38,0.06,11.4,8.43,98.7,0.04,-14.9,8.44
08/22/19,16:24:55,23.41,7.38,0.08,11.3,8.43,98.6,0.07,-15.2,8.51
08/22/19,16:25:00,23.38,7.39,0.07,11.3,8.43,98.6,0.07,-15.8,8.36
08/22/19,16:25:05,23.35,7.53,0.07,11.3,8.43,98.5,-0.06,-24.0,8.41
08/22/19,16:25:10,23.33,7.45,0.06,11.4,8.43,98.5,0.21,-18.9,8.39
08/22/19,16:25:15,23.14,7.43,0.07,11.4,8.45,98.4,0.11,-18.2,8.36
08/22/19,16:25:20,19.96,8.54,1.16,43970,7.16,92.7,0.79,-80.6,8.49
08/22/19,16:25:25,19.96,8.55,1.32,49820,7.07,93.8,0.75,-81.2,8.51
08/22/19,16:25:30,19.89,8.55,1.18,49880,7.38,97.8,0.90,-81.4,8.48
08/22/19,16:25:35,18.68,8.55,6.51,50170,7.68,99.7,1.68,-81.1,8.51
08/22/19,16:25:40,14.21,8.53,12.70,51570,8.35,99.9,2.95,-78.4,8.49
08/22/19,16:25:45,10.59,8.43,18.69,50750,8.93,98.6,5.46,-71.8,8.39
08/22/19,16:25:50,8.63,8.32,24.69,52060,9.21,97.9,1.27,-65.6,8.54
08/22/19,16:25:55,8.32,8.30,27.93,51310,9.15,96.3,0.57,-64.0,8.49
08/22/19,16:26:00,8.33,8.29,26.16,51340,9.01,94.9,0.69,-63.5,8.41
08/22/19,16:26:05,8.32,8.29,25.87,51260,8.82,92.8,0.63,-63.5,8.46
08/22/19,16:26:10,8.32,8.29,25.85,51260,8.55,90.0,0.52,-63.6,8.51
08/22/19,16:26:15,8.32,8.29,25.80,51220,8.56,90.1,0.59,-63.9,8.43
08/22/19,16:26:20,8.33,8.30,26.14,51240,8.56,90.1,0.62,-64.3,8.53
08/22/19,16:26:25,8.33,8.31,26.09,51270,8.56,90.1,0.55,-64.6,8.39
