Date (MM/DD/YYYY),Time (HH:mm:ss),Time (Fract. Sec),Site Name,Cond µS/cm,Depth m,nLF Cond µS/cm,ODO % sat,ODO % local,ODO mg/L,Pressure psi a,Sal psu,SpCond µS/cm,TDS mg/L,Turbidity FNU,TSS mg/L,pH,pH mV,Temp °C,Vertical Position m,GPS Latitude °,GPS Longitude °,Altitude m,Battery V,Cable Pwr V,Barometer mmHg
11/3/2022,09:56:57,0.0,SQ03,48657.5,0.190,55327.0,102.9,102.2,7.67,0.277,36.34,54771.6,35602,307.68,0,8.10,-84.2,19.156,0.207,89.99999,180.00000,99.9,2.87,12.1,772.6
11/3/2022,09:57:00,0.0,SQ03,48658.2,0.190,55322.2,102.7,102.0,7.65,0.277,36.34,54767.2,35599,322.25,0,8.10,-84.0,19.160,0.210,89.99999,180.00000,99.9,2.87,12.1,772.6
11/3/2022,10:00:04,0.0,SQ03,48899.3,0.192,56230.1,102.2,101.5,7.66,0.280,36.98,55627.1,36158,22.60,0,8.04,-80.5,18.668,0.187,89.99999,180.00000,99.9,2.87,12.1,772.6
11/3/2022,10:00:11,0.0,SQ03,48902.4,0.191,56234.8,102.5,101.8,7.68,0.279,36.98,55631.6,36161,19.80,0,8.04,-80.5,18.667,0.205,89.99999,180.00000,99.9,2.87,12.1,772.6
11/3/2022,10:00:17,0.0,SQ03,48916.2,0.191,56266.5,102.6,101.9,7.69,0.279,37.00,55662.0,36180,16.81,0,8.04,-80.5,18.655,0.201,89.99999,180.00000,99.9,2.87,12.1,772.6
11/3/2022,10:01:05,0.0,SQ03,48522.2,0.191,55388.2,102.9,102.2,7.69,0.279,36.37,54818.8,35632,106.19,0,8.07,-82.4,18.986,0.191,89.99999,180.00000,99.9,2.87,12.1,772.5
11/3/2022,10:01:09,0.0,SQ03,48533.1,0.191,55399.8,102.7,102.0,7.68,0.279,36.38,54830.4,35640,109.12,0,8.07,-82.3,18.987,0.189,89.99999,180.00000,99.9,2.87,12.1,772.6
11/3/2022,10:01:12,0.0,SQ03,48525.1,0.191,55390.8,102.5,101.8,7.66,0.279,36.38,54821.4,35634,108.61,0,8.07,-82.2,18.987,0.182,89.99999,180.00000,99.9,2.87,12.1,772.6
11/3/2022,10:01:59,0.0,SQ03,48664.1,0.190,55298.2,102.9,102.2,7.66,0.277,36.32,54745.4,35584,121.17,0,8.02,-79.9,19.184,0.191,89.99999,180.00000,99.9,2.87,12.1,772.6
11/3/2022,10:02:01,0.0,SQ03,48671.8,0.190,55308.8,102.8,102.1,7.66,0.278,36.33,54755.7,35591,117.41,0,8.02,-79.8,19.183,0.205,89.99999,180.00000,99.9,2.87,12.1,772.6
11/3/2022,10:02:04,0.0,SQ03,48681.7,0.191,55322.9,102.7,102.0,7.65,0.278,36.34,54769.5,35600,119.93,0,8.02,-79.7,19.180,0.204,89.99999,180.00000,99.9,2.87,12.1,772.6
11/3/2022,10:02:56,0.0,SQ03,48854.8,0.190,55924.0,102.2,101.5,7.64,0.278,36.76,55339.6,35971,325.12,0,8.00,-78.7,18.865,0.184,89.99999,180.00000,99.9,2.87,12.1,772.6
11/3/2022,10:03:00,0.0,SQ03,48854.1,0.191,55923.7,102.2,101.5,7.64,0.278,36.76,55339.2,35970,255.64,0,8.00,-78.6,18.865,0.190,89.99999,180.00000,99.9,2.87,12.1,772.6
11/3/2022,10:03:03,0.0,SQ03,48860.9,0.190,55930.3,102.1,101.4,7.63,0.278,36.77,55345.8,35975,239.22,0,8.00,-78.6,18.865,0.169,89.99999,180.00000,99.9,2.87,12.1,772.6
11/3/2022,10:04:09,0.0,SQ03,50016.5,0.191,58084.3,101.3,100.6,7.59,0.279,38.32,57427.9,37328,28.82,0,8.05,-81.3,18.243,0.210,89.99999,180.00000,99.9,2.87,12.1,772.6
11/3/2022,10:04:12,0.0,SQ03,49999.3,0.190,58055.0,101.2,100.5,7.58,0.278,38.30,57399.5,37310,27.36,0,8.05,-81.3,18.250,0.183,89.99999,180.00000,99.9,2.87,12.1,772.6
11/3/2022,10:04:15,0.0,SQ03,49975.9,0.190,58020.2,101.1,100.4,7.57,0.278,38.28,57365.5,37288,25.22,0,8.05,-81.4,18.256,0.213,89.99999,180.00000,99.9,2.87,12.1,772.6
11/3/2022,10:04:35,0.0,SQ03,49924.3,0.190,57881.5,100.5,99.8,7.53,0.278,38.18,57232.9,37201,44.38,0,8.06,-81.8,18.314,0.203,89.99999,180.00000,99.9,2.87,12.1,772.6
11/3/2022,10:04:42,0.0,SQ03,49906.4,0.190,57859.7,100.1,99.4,7.50,0.278,38.16,57211.4,37187,412.66,0,8.06,-81.9,18.314,0.170,89.99999,180.00000,99.9,2.87,12.1,772.6
11/3/2022,10:04:48,0.0,SQ03,49964.8,0.191,57940.0,99.8,99.1,7.47,0.279,38.22,57290.1,37239,419.70,0,8.06,-81.8,18.306,0.182,89.99999,180.00000,99.9,2.87,12.1,772.6
11/3/2022,10:04:53,0.0,SQ03,50086.2,0.191,58087.0,99.5,98.8,7.45,0.279,38.33,57435.1,37333,369.72,0,8.06,-81.6,18.301,0.194,89.99999,180.00000,99.9,2.87,12.1,772.6
11/3/2022,10:04:58,0.0,SQ03,50105.2,0.191,58114.7,99.3,98.6,7.43,0.280,38.35,57462.2,37350,285.12,0,8.06,-81.6,18.297,0.195,89.99999,180.00000,99.9,2.87,12.1,772.6
11/3/2022,10:05:04,0.0,SQ03,50067.2,0.191,58072.8,99.1,98.4,7.42,0.279,38.32,57420.6,37323,131.43,0,8.06,-81.5,18.295,0.175,89.99999,180.00000,99.9,2.87,12.1,772.5
11/3/2022,10:05:09,0.0,SQ03,50015.0,0.192,58006.4,99.0,98.3,7.41,0.280,38.27,57355.2,37281,73.93,0,8.05,-81.5,18.300,0.200,89.99999,180.00000,99.9,2.87,12.1,772.5
11/3/2022,10:07:58,0.0,SQ03,49403.5,0.190,57255.3,100.8,100.1,7.56,0.278,37.71,56615.0,36800,4176.42,0,8.01,-79.0,18.331,0.173,89.99999,180.00000,99.9,2.87,12.1,772.6
11/3/2022,10:08:03,0.0,SQ03,49442.4,0.191,57290.7,100.9,100.2,7.57,0.279,37.74,56650.6,36823,451.48,0,8.01,-79.0,18.338,0.198,89.99999,180.00000,99.9,2.87,12.1,772.6
11/3/2022,10:08:07,0.0,SQ03,49433.0,0.191,57279.9,100.9,100.2,7.57,0.279,37.73,56639.9,36816,1568.66,0,8.01,-79.0,18.338,0.174,89.99999,180.00000,99.9,2.87,12.1,772.6
11/3/2022,10:09:01,0.0,SQ03,48790.5,0.190,56662.8,102.8,102.1,7.75,0.277,37.27,56022.3,36415,752.51,0,8.01,-78.7,18.241,0.201,89.99999,180.00000,99.9,2.87,12.1,772.5
11/3/2022,10:09:04,0.0,SQ03,48782.3,0.190,56650.4,102.8,102.1,7.75,0.277,37.26,56010.3,36407,689.51,0,8.00,-78.6,18.244,0.190,89.99999,180.00000,99.9,2.87,12.1,772.6
11/3/2022,10:09:09,0.0,SQ03,48793.3,0.190,56659.5,102.8,102.1,7.75,0.277,37.27,56019.5,36413,633.47,0,8.00,-78.5,18.246,0.202,89.99999,180.00000,99.9,2.87,12.1,772.6
11/3/2022,10:10:06,0.0,SQ03,48344.1,0.191,55259.8,103.1,102.3,7.72,0.279,36.28,54687.1,35547,421.26,0,8.04,-80.6,18.927,0.181,89.99999,180.00000,99.9,2.87,12.1,772.6
11/3/2022,10:10:10,0.0,SQ03,48343.3,0.191,55257.1,102.8,102.1,7.70,0.278,36.27,54684.6,35545,795.63,0,8.04,-80.6,18.929,0.205,89.99999,180.00000,99.9,2.87,12.1,772.6
11/3/2022,10:10:13,0.0,SQ03,48340.3,0.190,55251.9,102.6,101.9,7.68,0.277,36.27,54679.6,35542,532.25,0,8.04,-80.5,18.930,0.201,89.99999,180.00000,99.9,2.87,12.1,772.6
11/3/2022,10:11:02,0.0,SQ03,48527.8,0.191,55893.5,102.9,102.2,7.73,0.279,36.72,55288.7,35938,134.72,0,7.98,-77.1,18.598,0.185,89.99999,180.00000,99.9,2.87,12.1,772.6
11/3/2022,10:11:05,0.0,SQ03,48533.2,0.191,55895.9,102.8,102.1,7.72,0.279,36.72,55291.3,35939,441.02,0,7.97,-77.1,18.601,0.181,89.99999,180.00000,99.9,2.87,12.1,772.6
11/3/2022,10:11:09,0.0,SQ03,48534.9,0.191,55895.7,102.7,102.0,7.71,0.278,36.72,55291.2,35939,312.22,0,7.97,-76.9,18.602,0.187,89.99999,180.00000,99.9,2.87,12.1,772.6
11/3/2022,10:12:05,0.0,SQ03,48550.2,0.190,55199.1,103.0,102.3,7.68,0.277,36.24,54645.3,35519,82.07,0,8.01,-78.9,19.160,0.185,89.99999,180.00000,99.9,2.87,12.1,772.6
11/3/2022,10:12:08,0.0,SQ03,48537.7,0.190,55202.5,102.5,101.8,7.65,0.277,36.25,54647.6,35521,67.41,0,8.00,-78.9,19.146,0.172,89.99999,180.00000,99.9,2.87,12.1,772.6
11/3/2022,10:12:12,0.0,SQ03,48516.6,0.190,55187.1,102.2,101.5,7.63,0.278,36.23,54631.9,35511,25.46,0,8.00,-78.8,19.140,0.196,89.99999,180.00000,99.9,2.87,12.1,772.6
11/3/2022,10:13:50,0.0,SQ03,46156.5,0.190,51387.1,101.8,101.1,7.59,0.277,33.50,50941.8,33112,34.00,0,8.06,-81.9,20.081,0.203,89.99999,180.00000,99.9,2.87,12.1,772.6
11/3/2022,10:13:55,0.0,SQ03,46129.5,0.190,51364.2,101.9,101.2,7.60,0.276,33.48,50918.7,33097,28.28,0,8.05,-81.8,20.076,0.188,89.99999,180.00000,99.9,2.87,12.1,772.6
11/3/2022,10:13:59,0.0,SQ03,46128.3,0.191,51364.5,102.0,101.3,7.60,0.277,33.48,50918.8,33097,26.25,0,8.05,-81.8,20.074,0.201,89.99999,180.00000,99.9,2.87,12.1,772.6
11/3/2022,10:14:04,0.0,SQ03,46126.9,0.191,51360.4,102.1,101.4,7.61,0.279,33.48,50914.9,33095,28.89,0,8.05,-81.7,20.076,0.176,89.99999,180.00000,99.9,2.87,12.1,772.6
11/3/2022,10:14:08,0.0,SQ03,46129.0,0.191,51358.2,102.2,101.4,7.61,0.279,33.48,50913.1,33094,32.15,0,8.05,-81.7,20.080,0.189,89.99999,180.00000,99.9,2.87,12.1,772.6
